Date/Time CET/CEST;Date/Time UTC;MBA;Consumption Total [MWh];Metered [MWh];Profiled [MWh];Flex-settled [MWh]
14.06.2024/09:00;14.06.2024/07:00;SE1, SE2, SE3, SE4;-13573,399085;-11030,88471;-2542,514375;0
14.06.2024/10:00;14.06.2024/08:00;SE1, SE2, SE3, SE4;-13683,868304;-11102,981863;-2580,886441;0
14.06.2024/11:00;14.06.2024/09:00;SE1, SE2, SE3, SE4;-13640,450467;-11024,795994;-2615,654473;0
14.06.2024/12:00;14.06.2024/10:00;SE1, SE2, SE3, SE4;-13496,009848;-10869,93037;-2626,079478;0
14.06.2024/13:00;14.06.2024/11:00;SE1, SE2, SE3, SE4;-13174,249639;-10597,446877;-2576,802762;0
14.06.2024/14:00;14.06.2024/12:00;SE1, SE2, SE3, SE4;-12872,322196;-10319,731166;-2552,59103;0
14.06.2024/15:00;14.06.2024/13:00;SE1, SE2, SE3, SE4;-12725,234217;-10163,107899;-2562,126318;0
14.06.2024/16:00;14.06.2024/14:00;SE1, SE2, SE3, SE4;-12574,749298;-9884,019474;-2690,729824;0
14.06.2024/17:00;14.06.2024/15:00;SE1, SE2, SE3, SE4;-12637,203388;-9792,89693;-2844,306458;0
14.06.2024/18:00;14.06.2024/16:00;SE1, SE2, SE3, SE4;-12361,063577;-9494,609733;-2866,453844;0
14.06.2024/19:00;14.06.2024/17:00;SE1, SE2, SE3, SE4;-12188,333021;-9377,778201;-2810,55482;0
14.06.2024/20:00;14.06.2024/18:00;SE1, SE2, SE3, SE4;-11952,744327;-9240,107774;-2712,636553;0
14.06.2024/21:00;14.06.2024/19:00;SE1, SE2, SE3, SE4;-11669,923881;-9043,967293;-2625,956588;0
14.06.2024/22:00;14.06.2024/20:00;SE1, SE2, SE3, SE4;-11457,942739;-8847,084279;-2610,85846;0
14.06.2024/23:00;14.06.2024/21:00;SE1, SE2, SE3, SE4;-11128,48141;-8629,722287;-2498,759123;0
15.06.2024/00:00;14.06.2024/22:00;SE1, SE2, SE3, SE4;-10720,120583;-8396,728969;-2323,391614;0
15.06.2024/01:00;14.06.2024/23:00;SE1, SE2, SE3, SE4;-10448,017617;-8261,024918;-2186,992699;0
15.06.2024/02:00;15.06.2024/00:00;SE1, SE2, SE3, SE4;-10221,529668;-8104,843235;-2116,686433;0
15.06.2024/03:00;15.06.2024/01:00;SE1, SE2, SE3, SE4;-10064,752378;-8025,275295;-2039,477083;0
15.06.2024/04:00;15.06.2024/02:00;SE1, SE2, SE3, SE4;-9837,909142;-7884,566498;-1953,342644;0
15.06.2024/05:00;15.06.2024/03:00;SE1, SE2, SE3, SE4;-9711,206409;-7802,487921;-1908,718488;0
15.06.2024/06:00;15.06.2024/04:00;SE1, SE2, SE3, SE4;-9805,037786;-7901,339872;-1903,697914;0
15.06.2024/07:00;15.06.2024/05:00;SE1, SE2, SE3, SE4;-10236,962884;-8204,824903;-2032,137981;0
15.06.2024/08:00;15.06.2024/06:00;SE1, SE2, SE3, SE4;-10653,359335;-8375,843423;-2277,515912;0
15.06.2024/09:00;15.06.2024/07:00;SE1, SE2, SE3, SE4;-11095,515023;-8599,616676;-2495,898347;0
15.06.2024/10:00;15.06.2024/08:00;SE1, SE2, SE3, SE4;-11409,500219;-8808,739119;-2600,7611;0
15.06.2024/11:00;15.06.2024/09:00;SE1, SE2, SE3, SE4;-11618,773701;-8952,934435;-2665,839266;0
15.06.2024/12:00;15.06.2024/10:00;SE1, SE2, SE3, SE4;-11696,079325;-9001,750941;-2694,328384;0
15.06.2024/13:00;15.06.2024/11:00;SE1, SE2, SE3, SE4;-11636,731429;-8963,675772;-2673,055657;0
15.06.2024/14:00;15.06.2024/12:00;SE1, SE2, SE3, SE4;-11607,301186;-8959,845267;-2647,455919;0
15.06.2024/15:00;15.06.2024/13:00;SE1, SE2, SE3, SE4;-11620,027477;-8947,373506;-2672,653971;0
15.06.2024/16:00;15.06.2024/14:00;SE1, SE2, SE3, SE4;-11732,361845;-8959,387186;-2772,974659;0
15.06.2024/17:00;15.06.2024/15:00;SE1, SE2, SE3, SE4;-11762,938341;-8824,172956;-2938,765385;0
15.06.2024/18:00;15.06.2024/16:00;SE1, SE2, SE3, SE4;-11771,306663;-8781,049501;-2990,257162;0
15.06.2024/19:00;15.06.2024/17:00;SE1, SE2, SE3, SE4;-11605,651176;-8699,780798;-2905,870378;0
15.06.2024/20:00;15.06.2024/18:00;SE1, SE2, SE3, SE4;-11507,563284;-8718,060581;-2789,502703;0
15.06.2024/21:00;15.06.2024/19:00;SE1, SE2, SE3, SE4;-11314,743569;-8638,576161;-2676,167408;0
15.06.2024/22:00;15.06.2024/20:00;SE1, SE2, SE3, SE4;-11133,794187;-8526,363209;-2607,430978;0
15.06.2024/23:00;15.06.2024/21:00;SE1, SE2, SE3, SE4;-10820,718061;-8382,389244;-2438,328817;0
16.06.2024/00:00;15.06.2024/22:00;SE1, SE2, SE3, SE4;-10383,229495;-8131,014052;-2252,215443;0
16.06.2024/01:00;15.06.2024/23:00;SE1, SE2, SE3, SE4;-10141,900413;-8030,812911;-2111,087502;0
16.06.2024/02:00;16.06.2024/00:00;SE1, SE2, SE3, SE4;-9965,415809;-7917,414519;-2048,00129;0
16.06.2024/03:00;16.06.2024/01:00;SE1, SE2, SE3, SE4;-9746,901024;-7784,897901;-1962,003123;0
16.06.2024/04:00;16.06.2024/02:00;SE1, SE2, SE3, SE4;-9499,181883;-7638,87202;-1860,309863;0
16.06.2024/05:00;16.06.2024/03:00;SE1, SE2, SE3, SE4;-9377,23612;-7553,803901;-1823,432219;0
16.06.2024/06:00;16.06.2024/04:00;SE1, SE2, SE3, SE4;-9511,648317;-7671,208398;-1840,439919;0
16.06.2024/07:00;16.06.2024/05:00;SE1, SE2, SE3, SE4;-9761,395731;-7791,651844;-1969,743887;0
16.06.2024/08:00;16.06.2024/06:00;SE1, SE2, SE3, SE4;-10249,563644;-8030,030772;-2219,532872;0
16.06.2024/09:00;16.06.2024/07:00;SE1, SE2, SE3, SE4;-10813,960901;-8364,098274;-2449,862627;0
16.06.2024/10:00;16.06.2024/08:00;SE1, SE2, SE3, SE4;-11145,458035;-8571,019888;-2574,438147;0
16.06.2024/11:00;16.06.2024/09:00;SE1, SE2, SE3, SE4;-11475,723929;-8819,084444;-2656,639485;0
16.06.2024/12:00;16.06.2024/10:00;SE1, SE2, SE3, SE4;-11587,846453;-8911,252014;-2676,594439;0
16.06.2024/13:00;16.06.2024/11:00;SE1, SE2, SE3, SE4;-11605,615687;-8968,144384;-2637,471303;0
16.06.2024/14:00;16.06.2024/12:00;SE1, SE2, SE3, SE4;-11530,496377;-8948,396595;-2582,099782;0
16.06.2024/15:00;16.06.2024/13:00;SE1, SE2, SE3, SE4;-11449,869302;-8867,95504;-2581,914262;0
16.06.2024/16:00;16.06.2024/14:00;SE1, SE2, SE3, SE4;-11467,169228;-8791,348165;-2675,821063;0
16.06.2024/17:00;16.06.2024/15:00;SE1, SE2, SE3, SE4;-11695,830828;-8839,269987;-2856,560841;0
16.06.2024/18:00;16.06.2024/16:00;SE1, SE2, SE3, SE4;-11927,006754;-8996,143056;-2930,863698;0
16.06.2024/19:00;16.06.2024/17:00;SE1, SE2, SE3, SE4;-11961,354608;-9066,695482;-2894,659126;0
16.06.2024/20:00;16.06.2024/18:00;SE1, SE2, SE3, SE4;-11823,467309;-9016,595049;-2806,87226;0
16.06.2024/21:00;16.06.2024/19:00;SE1, SE2, SE3, SE4;-11653,895152;-8985,408047;-2668,487105;0
16.06.2024/22:00;16.06.2024/20:00;SE1, SE2, SE3, SE4;-11442,493109;-8898,105076;-2544,388033;0
16.06.2024/23:00;16.06.2024/21:00;SE1, SE2, SE3, SE4;-11014,068611;-8705,799309;-2308,269302;0
17.06.2024/00:00;16.06.2024/22:00;SE1, SE2, SE3, SE4;-10731,980766;-8638,540297;-2093,440469;0
17.06.2024/01:00;16.06.2024/23:00;SE1, SE2, SE3, SE4;-10472,713107;-8529,872682;-1942,840425;0
17.06.2024/02:00;17.06.2024/00:00;SE1, SE2, SE3, SE4;-10319,226051;-8440,898183;-1878,327868;0
17.06.2024/03:00;17.06.2024/01:00;SE1, SE2, SE3, SE4;-10127,619591;-8317,347735;-1810,271856;0
17.06.2024/04:00;17.06.2024/02:00;SE1, SE2, SE3, SE4;-10020,674721;-8271,520195;-1749,154526;0
17.06.2024/05:00;17.06.2024/03:00;SE1, SE2, SE3, SE4;-10350,214892;-8542,315288;-1807,899604;0
17.06.2024/06:00;17.06.2024/04:00;SE1, SE2, SE3, SE4;-11648,885439;-9651,24501;-1997,640429;0
17.06.2024/07:00;17.06.2024/05:00;SE1, SE2, SE3, SE4;-12775,979358;-10585,509661;-2190,469697;0
17.06.2024/08:00;17.06.2024/06:00;SE1, SE2, SE3, SE4;-13237,591594;-10927,797117;-2309,794477;0
17.06.2024/09:00;17.06.2024/07:00;SE1, SE2, SE3, SE4;-13341,956111;-10974,677075;-2367,279036;0
17.06.2024/10:00;17.06.2024/08:00;SE1, SE2, SE3, SE4;-13442,615785;-11041,757507;-2400,858278;0
17.06.2024/11:00;17.06.2024/09:00;SE1, SE2, SE3, SE4;-13591,944677;-11153,489421;-2438,455256;0
17.06.2024/12:00;17.06.2024/10:00;SE1, SE2, SE3, SE4;-13565,261054;-11093,239117;-2472,021937;0
17.06.2024/13:00;17.06.2024/11:00;SE1, SE2, SE3, SE4;-13435,128204;-11017,967423;-2417,160781;0
17.06.2024/14:00;17.06.2024/12:00;SE1, SE2, SE3, SE4;-13366,502891;-10983,751927;-2382,750964;0
17.06.2024/15:00;17.06.2024/13:00;SE1, SE2, SE3, SE4;-13439,488892;-11020,552676;-2418,936216;0
17.06.2024/16:00;17.06.2024/14:00;SE1, SE2, SE3, SE4;-13267,542742;-10678,6221;-2588,920642;0
17.06.2024/17:00;17.06.2024/15:00;SE1, SE2, SE3, SE4;-13298,67529;-10473,753589;-2824,921701;0
17.06.2024/18:00;17.06.2024/16:00;SE1, SE2, SE3, SE4;-13148,628745;-10275,213876;-2873,414869;0
17.06.2024/19:00;17.06.2024/17:00;SE1, SE2, SE3, SE4;-12932,303647;-10087,395678;-2844,907969;0
17.06.2024/20:00;17.06.2024/18:00;SE1, SE2, SE3, SE4;-12790,350008;-10029,766871;-2760,583137;0
17.06.2024/21:00;17.06.2024/19:00;SE1, SE2, SE3, SE4;-12473,16877;-9835,184641;-2637,984129;0
17.06.2024/22:00;17.06.2024/20:00;SE1, SE2, SE3, SE4;-12153,526959;-9641,596737;-2511,930222;0
17.06.2024/23:00;17.06.2024/21:00;SE1, SE2, SE3, SE4;-11586,114065;-9308,334685;-2277,77938;0
18.06.2024/00:00;17.06.2024/22:00;SE1, SE2, SE3, SE4;-11062,088879;-8998,429126;-2063,659753;0
18.06.2024/01:00;17.06.2024/23:00;SE1, SE2, SE3, SE4;-10721,617911;-8794,491201;-1927,12671;0
18.06.2024/02:00;18.06.2024/00:00;SE1, SE2, SE3, SE4;-10479,094427;-8613,907153;-1865,187274;0
18.06.2024/03:00;18.06.2024/01:00;SE1, SE2, SE3, SE4;-10302,732844;-8512,290902;-1790,441942;0
18.06.2024/04:00;18.06.2024/02:00;SE1, SE2, SE3, SE4;-10186,146756;-8454,017898;-1732,128858;0
18.06.2024/05:00;18.06.2024/03:00;SE1, SE2, SE3, SE4;-10452,496034;-8672,818635;-1779,677399;0
18.06.2024/06:00;18.06.2024/04:00;SE1, SE2, SE3, SE4;-11641,576479;-9675,817295;-1965,759184;0
18.06.2024/07:00;18.06.2024/05:00;SE1, SE2, SE3, SE4;-12704,07268;-10547,495569;-2156,577111;0
18.06.2024/08:00;18.06.2024/06:00;SE1, SE2, SE3, SE4;-13048,254394;-10770,411939;-2277,842455;0
18.06.2024/09:00;18.06.2024/07:00;SE1, SE2, SE3, SE4;-13192,578672;-10858,652409;-2333,926263;0
18.06.2024/10:00;18.06.2024/08:00;SE1, SE2, SE3, SE4;-13193,485733;-10818,339443;-2375,14629;0
18.06.2024/11:00;18.06.2024/09:00;SE1, SE2, SE3, SE4;-13239,001803;-10821,714291;-2417,287512;0
18.06.2024/12:00;18.06.2024/10:00;SE1, SE2, SE3, SE4;-13270,686909;-10812,817031;-2457,869878;0
18.06.2024/13:00;18.06.2024/11:00;SE1, SE2, SE3, SE4;-13304,629385;-10886,063724;-2418,565661;0
18.06.2024/14:00;18.06.2024/12:00;SE1, SE2, SE3, SE4;-13174,226213;-10786,019443;-2388,20677;0
18.06.2024/15:00;18.06.2024/13:00;SE1, SE2, SE3, SE4;-13170,484402;-10740,517618;-2429,966784;0
18.06.2024/16:00;18.06.2024/14:00;SE1, SE2, SE3, SE4;-13030,992516;-10411,039269;-2619,953247;0
18.06.2024/17:00;18.06.2024/15:00;SE1, SE2, SE3, SE4;-13047,2157;-10222,618646;-2824,597054;0
18.06.2024/18:00;18.06.2024/16:00;SE1, SE2, SE3, SE4;-12989,298634;-10117,307993;-2871,990641;0
18.06.2024/19:00;18.06.2024/17:00;SE1, SE2, SE3, SE4;-12905,275925;-10054,265202;-2851,010723;0
18.06.2024/20:00;18.06.2024/18:00;SE1, SE2, SE3, SE4;-12861,894289;-10066,204562;-2795,689727;0
18.06.2024/21:00;18.06.2024/19:00;SE1, SE2, SE3, SE4;-12544,988091;-9872,261998;-2672,726093;0
18.06.2024/22:00;18.06.2024/20:00;SE1, SE2, SE3, SE4;-12221,180101;-9663,919891;-2557,26021;0
18.06.2024/23:00;18.06.2024/21:00;SE1, SE2, SE3, SE4;-11700,572762;-9367,766068;-2332,806694;0
19.06.2024/00:00;18.06.2024/22:00;SE1, SE2, SE3, SE4;-11130,877257;-9021,408831;-2109,468426;0
19.06.2024/01:00;18.06.2024/23:00;SE1, SE2, SE3, SE4;-10893,849784;-8938,094711;-1955,755073;0
19.06.2024/02:00;19.06.2024/00:00;SE1, SE2, SE3, SE4;-10683,947009;-8797,358704;-1886,588305;0
19.06.2024/03:00;19.06.2024/01:00;SE1, SE2, SE3, SE4;-10491,050916;-8664,450501;-1826,600415;0
19.06.2024/04:00;19.06.2024/02:00;SE1, SE2, SE3, SE4;-10384,189414;-8613,900387;-1770,289027;0
19.06.2024/05:00;19.06.2024/03:00;SE1, SE2, SE3, SE4;-10645,2391;-8829,397654;-1815,841446;0
19.06.2024/06:00;19.06.2024/04:00;SE1, SE2, SE3, SE4;-11847,045188;-9851,869642;-1995,175546;0
19.06.2024/07:00;19.06.2024/05:00;SE1, SE2, SE3, SE4;-12797,685374;-10599,555519;-2198,129855;0
19.06.2024/08:00;19.06.2024/06:00;SE1, SE2, SE3, SE4;-13094,946758;-10755,336994;-2339,609764;0
19.06.2024/09:00;19.06.2024/07:00;SE1, SE2, SE3, SE4;-13376,964786;-10963,160772;-2413,804014;0
19.06.2024/10:00;19.06.2024/08:00;SE1, SE2, SE3, SE4;-13479,295067;-11043,544686;-2435,750381;0
19.06.2024/11:00;19.06.2024/09:00;SE1, SE2, SE3, SE4;-13466,306218;-10993,515006;-2472,791212;0
19.06.2024/12:00;19.06.2024/10:00;SE1, SE2, SE3, SE4;-13419,015566;-10943,373882;-2475,641684;0
19.06.2024/13:00;19.06.2024/11:00;SE1, SE2, SE3, SE4;-13304,523581;-10862,87477;-2441,648811;0
19.06.2024/14:00;19.06.2024/12:00;SE1, SE2, SE3, SE4;-13130,651732;-10716,706771;-2413,944961;0
19.06.2024/15:00;19.06.2024/13:00;SE1, SE2, SE3, SE4;-13168,796633;-10712,662857;-2456,133776;0
19.06.2024/16:00;19.06.2024/14:00;SE1, SE2, SE3, SE4;-13076,471977;-10477,76396;-2598,708017;0
19.06.2024/17:00;19.06.2024/15:00;SE1, SE2, SE3, SE4;-13138,824234;-10335,540692;-2803,283542;0
19.06.2024/18:00;19.06.2024/16:00;SE1, SE2, SE3, SE4;-12977,587047;-10118,522017;-2859,06503;0
19.06.2024/19:00;19.06.2024/17:00;SE1, SE2, SE3, SE4;-12881,190203;-10043,251164;-2837,939039;0
19.06.2024/20:00;19.06.2024/18:00;SE1, SE2, SE3, SE4;-12723,609087;-9926,653185;-2796,955902;0
19.06.2024/21:00;19.06.2024/19:00;SE1, SE2, SE3, SE4;-12505,655113;-9796,735457;-2708,919656;0
19.06.2024/22:00;19.06.2024/20:00;SE1, SE2, SE3, SE4;-12274,072171;-9646,986116;-2627,086055;0
19.06.2024/23:00;19.06.2024/21:00;SE1, SE2, SE3, SE4;-11963,134947;-9536,988341;-2426,146606;0
20.06.2024/00:00;19.06.2024/22:00;SE1, SE2, SE3, SE4;-11343,889704;-9142,369581;-2201,520123;0
20.06.2024/01:00;19.06.2024/23:00;SE1, SE2, SE3, SE4;-11013,152561;-8969,876545;-2043,276016;0
20.06.2024/02:00;20.06.2024/00:00;SE1, SE2, SE3, SE4;-10768,992107;-8802,123818;-1966,868289;0
20.06.2024/03:00;20.06.2024/01:00;SE1, SE2, SE3, SE4;-10503,246553;-8610,648923;-1892,59763;0
20.06.2024/04:00;20.06.2024/02:00;SE1, SE2, SE3, SE4;-10367,287484;-8531,649924;-1835,63756;0
20.06.2024/05:00;20.06.2024/03:00;SE1, SE2, SE3, SE4;-10683,30978;-8815,34684;-1867,96294;0
20.06.2024/06:00;20.06.2024/04:00;SE1, SE2, SE3, SE4;-11668,338133;-9645,332652;-2023,005481;0
20.06.2024/07:00;20.06.2024/05:00;SE1, SE2, SE3, SE4;-12669,712748;-10441,142207;-2228,570541;0
20.06.2024/08:00;20.06.2024/06:00;SE1, SE2, SE3, SE4;-13173,912624;-10774,460072;-2399,452552;0
20.06.2024/09:00;20.06.2024/07:00;SE1, SE2, SE3, SE4;-13228,812541;-10750,371415;-2478,441126;0
20.06.2024/10:00;20.06.2024/08:00;SE1, SE2, SE3, SE4;-13164,09867;-10652,37138;-2511,72729;0
20.06.2024/11:00;20.06.2024/09:00;SE1, SE2, SE3, SE4;-13191,591945;-10650,589596;-2541,002349;0
20.06.2024/12:00;20.06.2024/10:00;SE1, SE2, SE3, SE4;-13188,743607;-10627,484;-2561,259607;0
20.06.2024/13:00;20.06.2024/11:00;SE1, SE2, SE3, SE4;-13008,897959;-10480,391414;-2528,506545;0
20.06.2024/14:00;20.06.2024/12:00;SE1, SE2, SE3, SE4;-12720,792448;-10220,333507;-2500,458941;0
20.06.2024/15:00;20.06.2024/13:00;SE1, SE2, SE3, SE4;-12620,495442;-10083,443337;-2537,052105;0
20.06.2024/16:00;20.06.2024/14:00;SE1, SE2, SE3, SE4;-12590,151691;-9933,432022;-2656,719669;0
20.06.2024/17:00;20.06.2024/15:00;SE1, SE2, SE3, SE4;-12609,480285;-9792,589204;-2816,891081;0
20.06.2024/18:00;20.06.2024/16:00;SE1, SE2, SE3, SE4;-12547,716496;-9676,265701;-2871,450795;0
20.06.2024/19:00;20.06.2024/17:00;SE1, SE2, SE3, SE4;-12438,335293;-9602,837313;-2835,49798;0
20.06.2024/20:00;20.06.2024/18:00;SE1, SE2, SE3, SE4;-12195,081003;-9420,56642;-2774,514583;0
20.06.2024/21:00;20.06.2024/19:00;SE1, SE2, SE3, SE4;-11945,560507;-9270,494826;-2675,065681;0
20.06.2024/22:00;20.06.2024/20:00;SE1, SE2, SE3, SE4;-11688,330762;-9079,947968;-2608,382794;0
20.06.2024/23:00;20.06.2024/21:00;SE1, SE2, SE3, SE4;-11270,420065;-8812,425664;-2457,994401;0
21.06.2024/00:00;20.06.2024/22:00;SE1, SE2, SE3, SE4;-10808,360157;-8584,565058;-2223,795099;0
21.06.2024/01:00;20.06.2024/23:00;SE1, SE2, SE3, SE4;-10415,304546;-8378,923516;-2036,38103;0
21.06.2024/02:00;21.06.2024/00:00;SE1, SE2, SE3, SE4;-10117,543927;-8184,325743;-1933,218184;0
21.06.2024/03:00;21.06.2024/01:00;SE1, SE2, SE3, SE4;-9850,398897;-7999,287957;-1851,11094;0
21.06.2024/04:00;21.06.2024/02:00;SE1, SE2, SE3, SE4;-9620,212201;-7853,698117;-1766,514084;0
21.06.2024/05:00;21.06.2024/03:00;SE1, SE2, SE3, SE4;-9614,516611;-7869,754607;-1744,762004;0
21.06.2024/06:00;21.06.2024/04:00;SE1, SE2, SE3, SE4;-9803,931348;-8014,575298;-1789,35605;0
21.06.2024/07:00;21.06.2024/05:00;SE1, SE2, SE3, SE4;-10188,809159;-8221,04772;-1967,761439;0
21.06.2024/08:00;21.06.2024/06:00;SE1, SE2, SE3, SE4;-10706,158189;-8417,805322;-2288,352867;0
21.06.2024/09:00;21.06.2024/07:00;SE1, SE2, SE3, SE4;-11018,828997;-8471,922132;-2546,906865;0
21.06.2024/10:00;21.06.2024/08:00;SE1, SE2, SE3, SE4;-11269,547053;-8591,484501;-2678,062552;0
21.06.2024/11:00;21.06.2024/09:00;SE1, SE2, SE3, SE4;-11265,094919;-8536,539415;-2728,555504;0
21.06.2024/12:00;21.06.2024/10:00;SE1, SE2, SE3, SE4;-11118,972661;-8447,621046;-2671,351615;0
21.06.2024/13:00;21.06.2024/11:00;SE1, SE2, SE3, SE4;-10842,039026;-8356,743753;-2485,295273;0
21.06.2024/14:00;21.06.2024/12:00;SE1, SE2, SE3, SE4;-10577,322652;-8216,407688;-2360,914964;0
21.06.2024/15:00;21.06.2024/13:00;SE1, SE2, SE3, SE4;-10362,918783;-8066,192027;-2296,726756;0
21.06.2024/16:00;21.06.2024/14:00;SE1, SE2, SE3, SE4;-10265,407165;-7956,97287;-2308,434295;0
21.06.2024/17:00;21.06.2024/15:00;SE1, SE2, SE3, SE4;-10234,946618;-7883,592564;-2351,354054;0
21.06.2024/18:00;21.06.2024/16:00;SE1, SE2, SE3, SE4;-10213,327667;-7869,064878;-2344,262789;0
21.06.2024/19:00;21.06.2024/17:00;SE1, SE2, SE3, SE4;-10130,435467;-7833,413667;-2297,0218;0
21.06.2024/20:00;21.06.2024/18:00;SE1, SE2, SE3, SE4;-10066,08448;-7820,414903;-2245,669577;0
21.06.2024/21:00;21.06.2024/19:00;SE1, SE2, SE3, SE4;-10046,653859;-7823,088252;-2223,565607;0
21.06.2024/22:00;21.06.2024/20:00;SE1, SE2, SE3, SE4;-10139,03046;-7869,97294;-2269,05752;0
21.06.2024/23:00;21.06.2024/21:00;SE1, SE2, SE3, SE4;-10103,63884;-7864,29851;-2239,34033;0
22.06.2024/00:00;21.06.2024/22:00;SE1, SE2, SE3, SE4;-9823,03003;-7719,515094;-2103,514936;0
22.06.2024/01:00;21.06.2024/23:00;SE1, SE2, SE3, SE4;-9612,073631;-7654,859254;-1957,214377;0
22.06.2024/02:00;22.06.2024/00:00;SE1, SE2, SE3, SE4;-9386,110458;-7526,26858;-1859,841878;0
22.06.2024/03:00;22.06.2024/01:00;SE1, SE2, SE3, SE4;-9122,541761;-7353,571313;-1768,970448;0
22.06.2024/04:00;22.06.2024/02:00;SE1, SE2, SE3, SE4;-8816,607403;-7140,236384;-1676,371019;0
22.06.2024/05:00;22.06.2024/03:00;SE1, SE2, SE3, SE4;-8705,036412;-7067,658376;-1637,378036;0
22.06.2024/06:00;22.06.2024/04:00;SE1, SE2, SE3, SE4;-8796,543966;-7141,365376;-1655,17859;0
22.06.2024/07:00;22.06.2024/05:00;SE1, SE2, SE3, SE4;-9121,981476;-7358,456881;-1763,524595;0
22.06.2024/08:00;22.06.2024/06:00;SE1, SE2, SE3, SE4;-9569,033538;-7573,891363;-1995,142175;0
22.06.2024/09:00;22.06.2024/07:00;SE1, SE2, SE3, SE4;-9972,519634;-7720,227418;-2252,292216;0
22.06.2024/10:00;22.06.2024/08:00;SE1, SE2, SE3, SE4;-10300,33402;-7861,166516;-2439,167504;0
22.06.2024/11:00;22.06.2024/09:00;SE1, SE2, SE3, SE4;-10558,307085;-7991,112162;-2567,194923;0
22.06.2024/12:00;22.06.2024/10:00;SE1, SE2, SE3, SE4;-10665,654642;-8035,404477;-2630,250165;0
22.06.2024/13:00;22.06.2024/11:00;SE1, SE2, SE3, SE4;-10753,733857;-8123,961551;-2629,772306;0
22.06.2024/14:00;22.06.2024/12:00;SE1, SE2, SE3, SE4;-10787,743038;-8171,578854;-2616,164184;0
22.06.2024/15:00;22.06.2024/13:00;SE1, SE2, SE3, SE4;-10795,743451;-8176,018747;-2619,724704;0
22.06.2024/16:00;22.06.2024/14:00;SE1, SE2, SE3, SE4;-10906,768769;-8199,341433;-2707,427336;0
22.06.2024/17:00;22.06.2024/15:00;SE1, SE2, SE3, SE4;-11087,930856;-8234,99603;-2852,934826;0
22.06.2024/18:00;22.06.2024/16:00;SE1, SE2, SE3, SE4;-11376,430741;-8466,304953;-2910,125788;0
22.06.2024/19:00;22.06.2024/17:00;SE1, SE2, SE3, SE4;-11229,694438;-8406,046443;-2823,647995;0
22.06.2024/20:00;22.06.2024/18:00;SE1, SE2, SE3, SE4;-11016,565312;-8311,748294;-2704,817018;0
22.06.2024/21:00;22.06.2024/19:00;SE1, SE2, SE3, SE4;-10729,347967;-8156,123176;-2573,224791;0
22.06.2024/22:00;22.06.2024/20:00;SE1, SE2, SE3, SE4;-10588,152472;-8090,732758;-2497,419714;0
22.06.2024/23:00;22.06.2024/21:00;SE1, SE2, SE3, SE4;-10290,882292;-7962,293416;-2328,588876;0
23.06.2024/00:00;22.06.2024/22:00;SE1, SE2, SE3, SE4;-9836,266026;-7704,90394;-2131,362086;0
23.06.2024/01:00;22.06.2024/23:00;SE1, SE2, SE3, SE4;-9524,081008;-7544,636579;-1979,444429;0
23.06.2024/02:00;23.06.2024/00:00;SE1, SE2, SE3, SE4;-9379,762037;-7465,693609;-1914,068428;0
23.06.2024/03:00;23.06.2024/01:00;SE1, SE2, SE3, SE4;-9237,59999;-7407,475487;-1830,124503;0
23.06.2024/04:00;23.06.2024/02:00;SE1, SE2, SE3, SE4;-8995,734988;-7259,003427;-1736,731561;0
23.06.2024/05:00;23.06.2024/03:00;SE1, SE2, SE3, SE4;-8938,572386;-7233,185547;-1705,386839;0
23.06.2024/06:00;23.06.2024/04:00;SE1, SE2, SE3, SE4;-9046,359048;-7305,992684;-1740,366364;0
23.06.2024/07:00;23.06.2024/05:00;SE1, SE2, SE3, SE4;-9214,727372;-7342,57486;-1872,152512;0
23.06.2024/08:00;23.06.2024/06:00;SE1, SE2, SE3, SE4;-9568,884118;-7434,088718;-2134,7954;0
23.06.2024/09:00;23.06.2024/07:00;SE1, SE2, SE3, SE4;-10048,3634;-7652,131453;-2396,231947;0
23.06.2024/10:00;23.06.2024/08:00;SE1, SE2, SE3, SE4;-10441,013375;-7880,977448;-2560,035927;0
23.06.2024/11:00;23.06.2024/09:00;SE1, SE2, SE3, SE4;-10692,117512;-8038,581388;-2653,536124;0
23.06.2024/12:00;23.06.2024/10:00;SE1, SE2, SE3, SE4;-10746,097446;-8073,404926;-2672,69252;0
23.06.2024/13:00;23.06.2024/11:00;SE1, SE2, SE3, SE4;-10701,080355;-8067,820568;-2633,259787;0
23.06.2024/14:00;23.06.2024/12:00;SE1, SE2, SE3, SE4;-10664,455257;-8080,402728;-2584,052529;0
23.06.2024/15:00;23.06.2024/13:00;SE1, SE2, SE3, SE4;-10654,154489;-8086,093591;-2568,060898;0
23.06.2024/16:00;23.06.2024/14:00;SE1, SE2, SE3, SE4;-10767,709125;-8122,62324;-2645,085885;0
23.06.2024/17:00;23.06.2024/15:00;SE1, SE2, SE3, SE4;-10798,3344;-8000,885423;-2797,448977;0
23.06.2024/18:00;23.06.2024/16:00;SE1, SE2, SE3, SE4;-11319,874783;-8446,197464;-2873,677319;0
23.06.2024/19:00;23.06.2024/17:00;SE1, SE2, SE3, SE4;-11390,448063;-8548,819703;-2841,62836;0
23.06.2024/20:00;23.06.2024/18:00;SE1, SE2, SE3, SE4;-11278,6604;-8522,781841;-2755,878559;0
