Date/Time CET/CEST;Date/Time UTC;MBA;Consumption Total [MWh];Metered [MWh];Profiled [MWh];Flex-settled [MWh]
23.06.2024/21:00;23.06.2024/19:00;SE1, SE2, SE3, SE4;-11168,988359;-8542,838504;-2626,149855;0
23.06.2024/22:00;23.06.2024/20:00;SE1, SE2, SE3, SE4;-11063,100928;-8554,239221;-2508,861707;0
23.06.2024/23:00;23.06.2024/21:00;SE1, SE2, SE3, SE4;-10804,124819;-8497,970368;-2306,154451;0
24.06.2024/00:00;23.06.2024/22:00;SE1, SE2, SE3, SE4;-10551,1003;-8468,987116;-2082,113184;0
24.06.2024/01:00;23.06.2024/23:00;SE1, SE2, SE3, SE4;-10285,708108;-8355,27928;-1930,428828;0
24.06.2024/02:00;24.06.2024/00:00;SE1, SE2, SE3, SE4;-10284,019192;-8417,106159;-1866,913033;0
24.06.2024/03:00;24.06.2024/01:00;SE1, SE2, SE3, SE4;-10224,947456;-8431,821309;-1793,126147;0
24.06.2024/04:00;24.06.2024/02:00;SE1, SE2, SE3, SE4;-10063,155777;-8333,054624;-1730,101153;0
24.06.2024/05:00;24.06.2024/03:00;SE1, SE2, SE3, SE4;-10323,951724;-8560,788933;-1763,162791;0
24.06.2024/06:00;24.06.2024/04:00;SE1, SE2, SE3, SE4;-11392,772084;-9483,930696;-1908,841388;0
24.06.2024/07:00;24.06.2024/05:00;SE1, SE2, SE3, SE4;-12493,414836;-10389,494443;-2103,920393;0
24.06.2024/08:00;24.06.2024/06:00;SE1, SE2, SE3, SE4;-13155,364302;-10886,778134;-2268,586168;0
24.06.2024/09:00;24.06.2024/07:00;SE1, SE2, SE3, SE4;-13223,539653;-10864,832938;-2358,706715;0
24.06.2024/10:00;24.06.2024/08:00;SE1, SE2, SE3, SE4;-13327,678879;-10931,835174;-2395,843705;0
24.06.2024/11:00;24.06.2024/09:00;SE1, SE2, SE3, SE4;-13300,185014;-10877,853218;-2422,331796;0
24.06.2024/12:00;24.06.2024/10:00;SE1, SE2, SE3, SE4;-13151,087528;-10705,026322;-2446,061206;0
24.06.2024/13:00;24.06.2024/11:00;SE1, SE2, SE3, SE4;-13089,471224;-10696,252708;-2393,218516;0
24.06.2024/14:00;24.06.2024/12:00;SE1, SE2, SE3, SE4;-13000,586755;-10643,909541;-2356,677214;0
24.06.2024/15:00;24.06.2024/13:00;SE1, SE2, SE3, SE4;-13058,376205;-10687,762398;-2370,613807;0
24.06.2024/16:00;24.06.2024/14:00;SE1, SE2, SE3, SE4;-13017,464765;-10503,931102;-2513,533663;0
24.06.2024/17:00;24.06.2024/15:00;SE1, SE2, SE3, SE4;-13043,454454;-10326,991491;-2716,462963;0
24.06.2024/18:00;24.06.2024/16:00;SE1, SE2, SE3, SE4;-12844,730276;-10072,724356;-2772,00592;0
24.06.2024/19:00;24.06.2024/17:00;SE1, SE2, SE3, SE4;-12826,763583;-10083,823082;-2742,940501;0
24.06.2024/20:00;24.06.2024/18:00;SE1, SE2, SE3, SE4;-12728,566081;-10032,688983;-2695,877098;0
24.06.2024/21:00;24.06.2024/19:00;SE1, SE2, SE3, SE4;-12245,738364;-9660,423533;-2585,314831;0
24.06.2024/22:00;24.06.2024/20:00;SE1, SE2, SE3, SE4;-11902,163724;-9442,613986;-2459,549738;0
24.06.2024/23:00;24.06.2024/21:00;SE1, SE2, SE3, SE4;-11445,295168;-9202,466439;-2242,828729;0
25.06.2024/00:00;24.06.2024/22:00;SE1, SE2, SE3, SE4;-11060,38616;-9041,719541;-2018,666619;0
25.06.2024/01:00;24.06.2024/23:00;SE1, SE2, SE3, SE4;-10675,904525;-8815,3412;-1860,563325;0
25.06.2024/02:00;25.06.2024/00:00;SE1, SE2, SE3, SE4;-10499,165923;-8695,345766;-1803,820157;0
25.06.2024/03:00;25.06.2024/01:00;SE1, SE2, SE3, SE4;-10196,943875;-8483,713716;-1713,230159;0
25.06.2024/04:00;25.06.2024/02:00;SE1, SE2, SE3, SE4;-10020,992303;-8367,983443;-1653,00886;0
25.06.2024/05:00;25.06.2024/03:00;SE1, SE2, SE3, SE4;-10315,985615;-8625,064667;-1690,920948;0
25.06.2024/06:00;25.06.2024/04:00;SE1, SE2, SE3, SE4;-11326,762358;-9490,026953;-1836,735405;0
25.06.2024/07:00;25.06.2024/05:00;SE1, SE2, SE3, SE4;-12567,698149;-10543,794241;-2023,903908;0
25.06.2024/08:00;25.06.2024/06:00;SE1, SE2, SE3, SE4;-13032,171077;-10851,789903;-2180,381174;0
25.06.2024/09:00;25.06.2024/07:00;SE1, SE2, SE3, SE4;-13108,22667;-10840,102696;-2268,123974;0
25.06.2024/10:00;25.06.2024/08:00;SE1, SE2, SE3, SE4;-13122,678743;-10810,021669;-2312,657074;0
25.06.2024/11:00;25.06.2024/09:00;SE1, SE2, SE3, SE4;-13148,395172;-10803,769906;-2344,625266;0
25.06.2024/12:00;25.06.2024/10:00;SE1, SE2, SE3, SE4;-13072,260631;-10703,721016;-2368,539615;0
25.06.2024/13:00;25.06.2024/11:00;SE1, SE2, SE3, SE4;-13002,372735;-10685,286955;-2317,08578;0
25.06.2024/14:00;25.06.2024/12:00;SE1, SE2, SE3, SE4;-12942,121614;-10646,982569;-2295,139045;0
25.06.2024/15:00;25.06.2024/13:00;SE1, SE2, SE3, SE4;-12957,984966;-10632,112529;-2325,872437;0
25.06.2024/16:00;25.06.2024/14:00;SE1, SE2, SE3, SE4;-12984,888538;-10517,826556;-2467,061982;0
25.06.2024/17:00;25.06.2024/15:00;SE1, SE2, SE3, SE4;-12939,766709;-10275,651667;-2664,115042;0
25.06.2024/18:00;25.06.2024/16:00;SE1, SE2, SE3, SE4;-12702,576017;-9982,569239;-2720,006778;0
25.06.2024/19:00;25.06.2024/17:00;SE1, SE2, SE3, SE4;-12535,125564;-9832,545045;-2702,580519;0
25.06.2024/20:00;25.06.2024/18:00;SE1, SE2, SE3, SE4;-12431,169058;-9775,991867;-2655,177191;0
25.06.2024/21:00;25.06.2024/19:00;SE1, SE2, SE3, SE4;-12291,692582;-9716,589517;-2575,103065;0
25.06.2024/22:00;25.06.2024/20:00;SE1, SE2, SE3, SE4;-11948,691625;-9489,430123;-2459,261502;0
25.06.2024/23:00;25.06.2024/21:00;SE1, SE2, SE3, SE4;-11499,6826;-9263,235325;-2236,447275;0
26.06.2024/00:00;25.06.2024/22:00;SE1, SE2, SE3, SE4;-10860,196171;-8873,741387;-1986,454784;0
26.06.2024/01:00;25.06.2024/23:00;SE1, SE2, SE3, SE4;-10586,542689;-8764,592724;-1821,949965;0
26.06.2024/02:00;26.06.2024/00:00;SE1, SE2, SE3, SE4;-10267,480071;-8526,671676;-1740,808395;0
26.06.2024/03:00;26.06.2024/01:00;SE1, SE2, SE3, SE4;-10105,588227;-8442,679546;-1662,908681;0
26.06.2024/04:00;26.06.2024/02:00;SE1, SE2, SE3, SE4;-10011,811131;-8415,118248;-1596,692883;0
26.06.2024/05:00;26.06.2024/03:00;SE1, SE2, SE3, SE4;-10248,46193;-8609,545765;-1638,916165;0
26.06.2024/06:00;26.06.2024/04:00;SE1, SE2, SE3, SE4;-11298,753308;-9503,70655;-1795,046758;0
26.06.2024/07:00;26.06.2024/05:00;SE1, SE2, SE3, SE4;-12313,162506;-10317,970579;-1995,191927;0
26.06.2024/08:00;26.06.2024/06:00;SE1, SE2, SE3, SE4;-12807,972461;-10644,484539;-2163,487922;0
26.06.2024/09:00;26.06.2024/07:00;SE1, SE2, SE3, SE4;-13029,659317;-10770,938005;-2258,721312;0
26.06.2024/10:00;26.06.2024/08:00;SE1, SE2, SE3, SE4;-13198,896643;-10880,024796;-2318,871847;0
26.06.2024/11:00;26.06.2024/09:00;SE1, SE2, SE3, SE4;-13190,73001;-10830,545079;-2360,184931;0
26.06.2024/12:00;26.06.2024/10:00;SE1, SE2, SE3, SE4;-13100,335583;-10714,571526;-2385,764057;0
26.06.2024/13:00;26.06.2024/11:00;SE1, SE2, SE3, SE4;-12980,919986;-10634,502338;-2346,417648;0
26.06.2024/14:00;26.06.2024/12:00;SE1, SE2, SE3, SE4;-13004,998913;-10683,967205;-2321,031708;0
26.06.2024/15:00;26.06.2024/13:00;SE1, SE2, SE3, SE4;-13001,275286;-10645,002119;-2356,273167;0
26.06.2024/16:00;26.06.2024/14:00;SE1, SE2, SE3, SE4;-12958,947458;-10462,93582;-2496,011638;0
26.06.2024/17:00;26.06.2024/15:00;SE1, SE2, SE3, SE4;-13036,128997;-10365,311621;-2670,817376;0
26.06.2024/18:00;26.06.2024/16:00;SE1, SE2, SE3, SE4;-12772,771044;-10052,910141;-2719,860903;0
26.06.2024/19:00;26.06.2024/17:00;SE1, SE2, SE3, SE4;-12644,939457;-9946,480243;-2698,459214;0
26.06.2024/20:00;26.06.2024/18:00;SE1, SE2, SE3, SE4;-12458,009864;-9798,18761;-2659,822254;0
26.06.2024/21:00;26.06.2024/19:00;SE1, SE2, SE3, SE4;-12217,078766;-9638,468939;-2578,609827;0
26.06.2024/22:00;26.06.2024/20:00;SE1, SE2, SE3, SE4;-11822,064364;-9340,79903;-2481,265334;0
26.06.2024/23:00;26.06.2024/21:00;SE1, SE2, SE3, SE4;-11400,545525;-9142,000333;-2258,545192;0
27.06.2024/00:00;26.06.2024/22:00;SE1, SE2, SE3, SE4;-10745,264174;-8739,197329;-2006,066845;0
27.06.2024/01:00;26.06.2024/23:00;SE1, SE2, SE3, SE4;-10409,032695;-8580,629863;-1828,402832;0
27.06.2024/02:00;27.06.2024/00:00;SE1, SE2, SE3, SE4;-10162,511727;-8427,350923;-1735,160804;0
27.06.2024/03:00;27.06.2024/01:00;SE1, SE2, SE3, SE4;-9940,582341;-8296,380273;-1644,202068;0
27.06.2024/04:00;27.06.2024/02:00;SE1, SE2, SE3, SE4;-9773,38527;-8200,128925;-1573,256345;0
27.06.2024/05:00;27.06.2024/03:00;SE1, SE2, SE3, SE4;-9993,04859;-8387,517629;-1605,530961;0
27.06.2024/06:00;27.06.2024/04:00;SE1, SE2, SE3, SE4;-11033,070178;-9264,48685;-1768,583328;0
27.06.2024/07:00;27.06.2024/05:00;SE1, SE2, SE3, SE4;-12167,916921;-10187,4686;-1980,448321;0
27.06.2024/08:00;27.06.2024/06:00;SE1, SE2, SE3, SE4;-12830,013889;-10662,445134;-2167,568755;0
27.06.2024/09:00;27.06.2024/07:00;SE1, SE2, SE3, SE4;-12997,788498;-10721,571261;-2276,217237;0
27.06.2024/10:00;27.06.2024/08:00;SE1, SE2, SE3, SE4;-13145,064969;-10813,775656;-2331,289313;0
27.06.2024/11:00;27.06.2024/09:00;SE1, SE2, SE3, SE4;-13185,485357;-10813,657807;-2371,82755;0
27.06.2024/12:00;27.06.2024/10:00;SE1, SE2, SE3, SE4;-13248,094736;-10849,063185;-2399,031551;0
27.06.2024/13:00;27.06.2024/11:00;SE1, SE2, SE3, SE4;-13290,691203;-10919,297648;-2371,393555;0
27.06.2024/14:00;27.06.2024/12:00;SE1, SE2, SE3, SE4;-13098,430517;-10749,375893;-2349,054624;0
27.06.2024/15:00;27.06.2024/13:00;SE1, SE2, SE3, SE4;-13160,00325;-10779,647231;-2380,356019;0
27.06.2024/16:00;27.06.2024/14:00;SE1, SE2, SE3, SE4;-12939,109435;-10431,069428;-2508,040007;0
27.06.2024/17:00;27.06.2024/15:00;SE1, SE2, SE3, SE4;-12904,993813;-10226,127521;-2678,866292;0
27.06.2024/18:00;27.06.2024/16:00;SE1, SE2, SE3, SE4;-12727,63637;-10009,2504;-2718,38597;0
27.06.2024/19:00;27.06.2024/17:00;SE1, SE2, SE3, SE4;-12548,983531;-9839,946261;-2709,03727;0
27.06.2024/20:00;27.06.2024/18:00;SE1, SE2, SE3, SE4;-12416,781952;-9748,821687;-2667,960265;0
27.06.2024/21:00;27.06.2024/19:00;SE1, SE2, SE3, SE4;-12141,331671;-9546,014273;-2595,317398;0
27.06.2024/22:00;27.06.2024/20:00;SE1, SE2, SE3, SE4;-11842,542173;-9342,562411;-2499,979762;0
27.06.2024/23:00;27.06.2024/21:00;SE1, SE2, SE3, SE4;-11323,279429;-9041,232081;-2282,047348;0
28.06.2024/00:00;27.06.2024/22:00;SE1, SE2, SE3, SE4;-10879,301033;-8847,336484;-2031,964549;0
28.06.2024/01:00;27.06.2024/23:00;SE1, SE2, SE3, SE4;-10503,518772;-8651,265314;-1852,253458;0
28.06.2024/02:00;28.06.2024/00:00;SE1, SE2, SE3, SE4;-10289,174483;-8545,405815;-1743,768668;0
28.06.2024/03:00;28.06.2024/01:00;SE1, SE2, SE3, SE4;-10119,872384;-8467,428298;-1652,444086;0
28.06.2024/04:00;28.06.2024/02:00;SE1, SE2, SE3, SE4;-9814,295168;-8245,776229;-1568,518939;0
28.06.2024/05:00;28.06.2024/03:00;SE1, SE2, SE3, SE4;-10018,856604;-8429,185955;-1589,670649;0
28.06.2024/06:00;28.06.2024/04:00;SE1, SE2, SE3, SE4;-11113,581037;-9369,954127;-1743,62691;0
28.06.2024/07:00;28.06.2024/05:00;SE1, SE2, SE3, SE4;-12353,802367;-10383,538845;-1970,263522;0
28.06.2024/08:00;28.06.2024/06:00;SE1, SE2, SE3, SE4;-12861,419478;-10684,533514;-2176,885964;0
28.06.2024/09:00;28.06.2024/07:00;SE1, SE2, SE3, SE4;-13137,846122;-10826,242438;-2311,603684;0
28.06.2024/10:00;28.06.2024/08:00;SE1, SE2, SE3, SE4;-13279,049296;-10884,172377;-2394,876919;0
28.06.2024/11:00;28.06.2024/09:00;SE1, SE2, SE3, SE4;-13286,209096;-10819,904634;-2466,304462;0
28.06.2024/12:00;28.06.2024/10:00;SE1, SE2, SE3, SE4;-13210,840984;-10690,885969;-2519,955015;0
28.06.2024/13:00;28.06.2024/11:00;SE1, SE2, SE3, SE4;-13066,522311;-10569,530038;-2496,992273;0
28.06.2024/14:00;28.06.2024/12:00;SE1, SE2, SE3, SE4;-12826,446137;-10339,265048;-2487,181089;0
28.06.2024/15:00;28.06.2024/13:00;SE1, SE2, SE3, SE4;-12600,307423;-10094,013696;-2506,293727;0
28.06.2024/16:00;28.06.2024/14:00;SE1, SE2, SE3, SE4;-12432,616072;-9827,851104;-2604,764968;0
28.06.2024/17:00;28.06.2024/15:00;SE1, SE2, SE3, SE4;-12535,855009;-9760,706651;-2775,148358;0
28.06.2024/18:00;28.06.2024/16:00;SE1, SE2, SE3, SE4;-12412,285105;-9606,489557;-2805,795548;0
28.06.2024/19:00;28.06.2024/17:00;SE1, SE2, SE3, SE4;-12040,72465;-9323,818194;-2716,906456;0
28.06.2024/20:00;28.06.2024/18:00;SE1, SE2, SE3, SE4;-11532,52109;-8943,908064;-2588,613026;0
28.06.2024/21:00;28.06.2024/19:00;SE1, SE2, SE3, SE4;-11213,97725;-8744,77674;-2469,20051;0
28.06.2024/22:00;28.06.2024/20:00;SE1, SE2, SE3, SE4;-10965,981395;-8563,251763;-2402,729632;0
28.06.2024/23:00;28.06.2024/21:00;SE1, SE2, SE3, SE4;-10672,406373;-8416,622809;-2255,783564;0
29.06.2024/00:00;28.06.2024/22:00;SE1, SE2, SE3, SE4;-10313,039556;-8267,688914;-2045,350642;0
29.06.2024/01:00;28.06.2024/23:00;SE1, SE2, SE3, SE4;-9983,148326;-8091,546241;-1891,602085;0
29.06.2024/02:00;29.06.2024/00:00;SE1, SE2, SE3, SE4;-9735,866777;-7942,203894;-1793,662883;0
29.06.2024/03:00;29.06.2024/01:00;SE1, SE2, SE3, SE4;-9537,415269;-7840,414686;-1697,000583;0
29.06.2024/04:00;29.06.2024/02:00;SE1, SE2, SE3, SE4;-9303,699503;-7709,39788;-1594,301623;0
29.06.2024/05:00;29.06.2024/03:00;SE1, SE2, SE3, SE4;-9232,179282;-7651,287424;-1580,891858;0
29.06.2024/06:00;29.06.2024/04:00;SE1, SE2, SE3, SE4;-9457,137494;-7830,896662;-1626,240832;0
29.06.2024/07:00;29.06.2024/05:00;SE1, SE2, SE3, SE4;-9826,583759;-8029,279088;-1797,304671;0
29.06.2024/08:00;29.06.2024/06:00;SE1, SE2, SE3, SE4;-10282,333288;-8210,674931;-2071,658357;0
29.06.2024/09:00;29.06.2024/07:00;SE1, SE2, SE3, SE4;-10763,986637;-8469,854138;-2294,132499;0
29.06.2024/10:00;29.06.2024/08:00;SE1, SE2, SE3, SE4;-11070,148775;-8648,218754;-2421,930021;0
29.06.2024/11:00;29.06.2024/09:00;SE1, SE2, SE3, SE4;-11276,530458;-8790,842625;-2485,687833;0
29.06.2024/12:00;29.06.2024/10:00;SE1, SE2, SE3, SE4;-11223,900177;-8724,463147;-2499,43703;0
29.06.2024/13:00;29.06.2024/11:00;SE1, SE2, SE3, SE4;-11190,944533;-8736,890985;-2454,053548;0
29.06.2024/14:00;29.06.2024/12:00;SE1, SE2, SE3, SE4;-11082,209846;-8678,827463;-2403,382383;0
29.06.2024/15:00;29.06.2024/13:00;SE1, SE2, SE3, SE4;-11002,503374;-8606,957126;-2395,546248;0
29.06.2024/16:00;29.06.2024/14:00;SE1, SE2, SE3, SE4;-11054,160116;-8588,155686;-2466,00443;0
29.06.2024/17:00;29.06.2024/15:00;SE1, SE2, SE3, SE4;-11154,539824;-8569,197627;-2585,342197;0
29.06.2024/18:00;29.06.2024/16:00;SE1, SE2, SE3, SE4;-11155,967023;-8519,561222;-2636,405801;0
29.06.2024/19:00;29.06.2024/17:00;SE1, SE2, SE3, SE4;-11090,341768;-8518,147626;-2572,194142;0
29.06.2024/20:00;29.06.2024/18:00;SE1, SE2, SE3, SE4;-11007,358124;-8519,290189;-2488,067935;0
29.06.2024/21:00;29.06.2024/19:00;SE1, SE2, SE3, SE4;-10783,822399;-8399,407861;-2384,414538;0
29.06.2024/22:00;29.06.2024/20:00;SE1, SE2, SE3, SE4;-10702,979649;-8351,570874;-2351,408775;0
29.06.2024/23:00;29.06.2024/21:00;SE1, SE2, SE3, SE4;-10472,606845;-8224,325744;-2248,281101;0
30.06.2024/00:00;29.06.2024/22:00;SE1, SE2, SE3, SE4;-10112,230852;-8047,991024;-2064,239828;0
30.06.2024/01:00;29.06.2024/23:00;SE1, SE2, SE3, SE4;-9887,297957;-7977,759696;-1909,538261;0
30.06.2024/02:00;30.06.2024/00:00;SE1, SE2, SE3, SE4;-9671,47403;-7832,663774;-1838,810256;0
30.06.2024/03:00;30.06.2024/01:00;SE1, SE2, SE3, SE4;-9456,982898;-7711,787522;-1745,195376;0
30.06.2024/04:00;30.06.2024/02:00;SE1, SE2, SE3, SE4;-9138,439596;-7503,059101;-1635,380495;0
30.06.2024/05:00;30.06.2024/03:00;SE1, SE2, SE3, SE4;-8878,098759;-7278,057045;-1600,041714;0
30.06.2024/06:00;30.06.2024/04:00;SE1, SE2, SE3, SE4;-9132,914693;-7509,771592;-1623,143101;0
30.06.2024/07:00;30.06.2024/05:00;SE1, SE2, SE3, SE4;-9388,506621;-7634,294241;-1754,21238;0
30.06.2024/08:00;30.06.2024/06:00;SE1, SE2, SE3, SE4;-9899,844036;-7893,814899;-2006,029137;0
30.06.2024/09:00;30.06.2024/07:00;SE1, SE2, SE3, SE4;-10478,726056;-8208,2184;-2270,507656;0
30.06.2024/10:00;30.06.2024/08:00;SE1, SE2, SE3, SE4;-10983,085598;-8517,049406;-2466,036192;0
30.06.2024/11:00;30.06.2024/09:00;SE1, SE2, SE3, SE4;-11221,958621;-8622,173497;-2599,785124;0
30.06.2024/12:00;30.06.2024/10:00;SE1, SE2, SE3, SE4;-11453,59168;-8769,077302;-2684,514378;0
30.06.2024/13:00;30.06.2024/11:00;SE1, SE2, SE3, SE4;-11409,31966;-8727,156878;-2682,162782;0
30.06.2024/14:00;30.06.2024/12:00;SE1, SE2, SE3, SE4;-11411,836876;-8756,504857;-2655,332019;0
30.06.2024/15:00;30.06.2024/13:00;SE1, SE2, SE3, SE4;-11505,455335;-8834,43312;-2671,022215;0
30.06.2024/16:00;30.06.2024/14:00;SE1, SE2, SE3, SE4;-11624,225589;-8850,052294;-2774,173295;0
30.06.2024/17:00;30.06.2024/15:00;SE1, SE2, SE3, SE4;-11976,21302;-9032,098934;-2944,114086;0
30.06.2024/18:00;30.06.2024/16:00;SE1, SE2, SE3, SE4;-12088,034947;-9094,204637;-2993,83031;0
30.06.2024/19:00;30.06.2024/17:00;SE1, SE2, SE3, SE4;-11961,708306;-9052,483448;-2909,224858;0
30.06.2024/20:00;30.06.2024/18:00;SE1, SE2, SE3, SE4;-11767,607517;-8985,043845;-2782,563672;0
30.06.2024/21:00;30.06.2024/19:00;SE1, SE2, SE3, SE4;-11515,616278;-8868,840385;-2646,775893;0
30.06.2024/22:00;30.06.2024/20:00;SE1, SE2, SE3, SE4;-11370,431302;-8861,988793;-2508,442509;0
30.06.2024/23:00;30.06.2024/21:00;SE1, SE2, SE3, SE4;-10830,046461;-8564,738215;-2265,308246;0
01.07.2024/00:00;30.06.2024/22:00;SE1, SE2, SE3, SE4;-10430,191414;-8383,691728;-2046,499686;0
01.07.2024/01:00;30.06.2024/23:00;SE1, SE2, SE3, SE4;-10150,405897;-8250,068708;-1900,337189;0
01.07.2024/02:00;01.07.2024/00:00;SE1, SE2, SE3, SE4;-10003,999186;-8169,395267;-1834,603919;0
01.07.2024/03:00;01.07.2024/01:00;SE1, SE2, SE3, SE4;-9853,263244;-8084,531181;-1768,732063;0
01.07.2024/04:00;01.07.2024/02:00;SE1, SE2, SE3, SE4;-9797,366435;-8107,851083;-1689,515352;0
01.07.2024/05:00;01.07.2024/03:00;SE1, SE2, SE3, SE4;-10032,047364;-8304,068179;-1727,979185;0
01.07.2024/06:00;01.07.2024/04:00;SE1, SE2, SE3, SE4;-11055,537841;-9192,266413;-1863,271428;0
01.07.2024/07:00;01.07.2024/05:00;SE1, SE2, SE3, SE4;-12096,202686;-10047,049476;-2049,15321;0
01.07.2024/08:00;01.07.2024/06:00;SE1, SE2, SE3, SE4;-12618,342701;-10395,737839;-2222,604862;0
01.07.2024/09:00;01.07.2024/07:00;SE1, SE2, SE3, SE4;-12866,449008;-10527,322263;-2339,126745;0
01.07.2024/10:00;01.07.2024/08:00;SE1, SE2, SE3, SE4;-12972,150513;-10586,577258;-2385,573255;0
01.07.2024/11:00;01.07.2024/09:00;SE1, SE2, SE3, SE4;-13143,63156;-10711,492426;-2432,139134;0
01.07.2024/12:00;01.07.2024/10:00;SE1, SE2, SE3, SE4;-13115,820191;-10655,575146;-2460,245045;0
01.07.2024/13:00;01.07.2024/11:00;SE1, SE2, SE3, SE4;-13149,800469;-10736,472934;-2413,327535;0
01.07.2024/14:00;01.07.2024/12:00;SE1, SE2, SE3, SE4;-12972,732117;-10595,153119;-2377,578998;0
01.07.2024/15:00;01.07.2024/13:00;SE1, SE2, SE3, SE4;-12832,317932;-10430,030851;-2402,287081;0
01.07.2024/16:00;01.07.2024/14:00;SE1, SE2, SE3, SE4;-12689,343169;-10154,155794;-2535,187375;0
01.07.2024/17:00;01.07.2024/15:00;SE1, SE2, SE3, SE4;-12793,747329;-10039,980743;-2753,766586;0
01.07.2024/18:00;01.07.2024/16:00;SE1, SE2, SE3, SE4;-12679,369178;-9858,669773;-2820,699405;0
01.07.2024/19:00;01.07.2024/17:00;SE1, SE2, SE3, SE4;-12420,174977;-9661,176121;-2758,998856;0
01.07.2024/20:00;01.07.2024/18:00;SE1, SE2, SE3, SE4;-12183,594853;-9507,181823;-2676,41303;0
01.07.2024/21:00;01.07.2024/19:00;SE1, SE2, SE3, SE4;-11912,903648;-9360,065322;-2552,838326;0
01.07.2024/22:00;01.07.2024/20:00;SE1, SE2, SE3, SE4;-11634,703086;-9181,407194;-2453,295892;0
01.07.2024/23:00;01.07.2024/21:00;SE1, SE2, SE3, SE4;-11076,34344;-8830,523847;-2245,819593;0
02.07.2024/00:00;01.07.2024/22:00;SE1, SE2, SE3, SE4;-10508,200131;-8469,729724;-2038,470407;0
02.07.2024/01:00;01.07.2024/23:00;SE1, SE2, SE3, SE4;-10226,703671;-8364,404206;-1862,299465;0
02.07.2024/02:00;02.07.2024/00:00;SE1, SE2, SE3, SE4;-10087,12327;-8281,122353;-1806,000917;0
02.07.2024/03:00;02.07.2024/01:00;SE1, SE2, SE3, SE4;-9922,620824;-8194,800478;-1727,820346;0
02.07.2024/04:00;02.07.2024/02:00;SE1, SE2, SE3, SE4;-9768,455568;-8113,968095;-1654,487473;0
02.07.2024/05:00;02.07.2024/03:00;SE1, SE2, SE3, SE4;-9975,276411;-8292,932321;-1682,34409;0
02.07.2024/06:00;02.07.2024/04:00;SE1, SE2, SE3, SE4;-11063,019084;-9230,371441;-1832,647643;0
02.07.2024/07:00;02.07.2024/05:00;SE1, SE2, SE3, SE4;-12108,751521;-10087,737707;-2021,013814;0
02.07.2024/08:00;02.07.2024/06:00;SE1, SE2, SE3, SE4;-12610,995823;-10401,706653;-2209,28917;0
02.07.2024/09:00;02.07.2024/07:00;SE1, SE2, SE3, SE4;-12855,706211;-10522,752222;-2332,953989;0
02.07.2024/10:00;02.07.2024/08:00;SE1, SE2, SE3, SE4;-12986,776645;-10599,330759;-2387,445886;0
02.07.2024/11:00;02.07.2024/09:00;SE1, SE2, SE3, SE4;-13125,66668;-10694,169994;-2431,496686;0
02.07.2024/12:00;02.07.2024/10:00;SE1, SE2, SE3, SE4;-13076,941212;-10616,415216;-2460,525996;0
02.07.2024/13:00;02.07.2024/11:00;SE1, SE2, SE3, SE4;-13143,282203;-10733,664299;-2409,617904;0
02.07.2024/14:00;02.07.2024/12:00;SE1, SE2, SE3, SE4;-13008,185389;-10632,087913;-2376,097476;0
02.07.2024/15:00;02.07.2024/13:00;SE1, SE2, SE3, SE4;-13042,142711;-10639,854066;-2402,288645;0
02.07.2024/16:00;02.07.2024/14:00;SE1, SE2, SE3, SE4;-12927,811442;-10377,753897;-2550,057545;0
02.07.2024/17:00;02.07.2024/15:00;SE1, SE2, SE3, SE4;-13002,45594;-10213,842275;-2788,613665;0
02.07.2024/18:00;02.07.2024/16:00;SE1, SE2, SE3, SE4;-12823,976355;-9969,55919;-2854,417165;0
02.07.2024/19:00;02.07.2024/17:00;SE1, SE2, SE3, SE4;-12553,598477;-9750,626769;-2802,971708;0
02.07.2024/20:00;02.07.2024/18:00;SE1, SE2, SE3, SE4;-12318,03018;-9615,139495;-2702,890685;0
02.07.2024/21:00;02.07.2024/19:00;SE1, SE2, SE3, SE4;-12048,298767;-9454,452605;-2593,846162;0
02.07.2024/22:00;02.07.2024/20:00;SE1, SE2, SE3, SE4;-11784,594662;-9302,600186;-2481,994476;0
02.07.2024/23:00;02.07.2024/21:00;SE1, SE2, SE3, SE4;-11233,039456;-8983,960152;-2249,079304;0
03.07.2024/00:00;02.07.2024/22:00;SE1, SE2, SE3, SE4;-10777,648723;-8744,594608;-2033,054115;0
03.07.2024/01:00;02.07.2024/23:00;SE1, SE2, SE3, SE4;-10415,316683;-8556,138646;-1859,178037;0
03.07.2024/02:00;03.07.2024/00:00;SE1, SE2, SE3, SE4;-10254,209469;-8467,92816;-1786,281309;0
03.07.2024/03:00;03.07.2024/01:00;SE1, SE2, SE3, SE4;-10019,668667;-8293,186919;-1726,481748;0
03.07.2024/04:00;03.07.2024/02:00;SE1, SE2, SE3, SE4;-9834,054165;-8182,853495;-1651,20067;0
03.07.2024/05:00;03.07.2024/03:00;SE1, SE2, SE3, SE4;-10118,051039;-8435,824697;-1682,226342;0
03.07.2024/06:00;03.07.2024/04:00;SE1, SE2, SE3, SE4;-11259,558574;-9423,498618;-1836,059956;0
03.07.2024/07:00;03.07.2024/05:00;SE1, SE2, SE3, SE4;-12334,024267;-10297,809507;-2036,21476;0
03.07.2024/08:00;03.07.2024/06:00;SE1, SE2, SE3, SE4;-12804,161158;-10575,829389;-2228,331769;0
