Date/Time CET/CEST;Date/Time UTC;MBA;Production Total [MWh];Hydro [MWh];Nuclear [MWh];Solar [MWh];Thermal [MWh];Wind Onshore [MWh];Wind Offshore [MWh];Energy Storage [MWh];Other [MWh]
01.08.2024/15:00;01.08.2024/13:00;SE1, SE2, SE3, SE4;18434,488276;5309,534231;5762,959;1959,407962;300,288368;5087,162557;0;0,00372;15,132438
01.08.2024/16:00;01.08.2024/14:00;SE1, SE2, SE3, SE4;18390,219345;5858,404154;5759,46;1531,988455;302,230533;4922,958415;0;0,00366;15,174128
01.08.2024/17:00;01.08.2024/15:00;SE1, SE2, SE3, SE4;18253,209524;6537,039777;5750,787;1002,276118;303,464849;4645,356918;0;0,0023;14,282562
01.08.2024/18:00;01.08.2024/16:00;SE1, SE2, SE3, SE4;17940,882482;6819,891735;5766,526;521,709791;302,628389;4517,922419;0;0,0025;12,201648
01.08.2024/19:00;01.08.2024/17:00;SE1, SE2, SE3, SE4;18033,215165;7296,557405;5795,877;177,838388;299,879099;4457,277482;0;0,00228;5,783511
01.08.2024/20:00;01.08.2024/18:00;SE1, SE2, SE3, SE4;17906,882566;6986,953087;5821,005;24,947687;305,174605;4764,728778;0;0,00256;4,070849
01.08.2024/21:00;01.08.2024/19:00;SE1, SE2, SE3, SE4;17622,405546;6505,902466;5846,289;3,710242;286,486058;4971,443756;0;0,00256;8,571464
01.08.2024/22:00;01.08.2024/20:00;SE1, SE2, SE3, SE4;17881,169947;6430,105431;5869,832;1,966448;288,378237;5284,575433;0;0,00348;6,308918
01.08.2024/23:00;01.08.2024/21:00;SE1, SE2, SE3, SE4;17345,359912;5840,34576;5882,646;1,828001;297,866;5317,602566;0;0,00498;5,066605
02.08.2024/00:00;01.08.2024/22:00;SE1, SE2, SE3, SE4;16480,285542;5028,336652;5943,72;1,407743;305,109704;5197,376963;0;0,0046;4,32988
02.08.2024/01:00;01.08.2024/23:00;SE1, SE2, SE3, SE4;15639,071475;4557,724314;5956,676;2,227503;307,832812;4809,270845;0;0,00286;5,337141
02.08.2024/02:00;02.08.2024/00:00;SE1, SE2, SE3, SE4;15654,024969;4640,047856;5967,177;1,1544;289,174823;4748,647246;0;0,00346;7,820184
02.08.2024/03:00;02.08.2024/01:00;SE1, SE2, SE3, SE4;15652,967942;4694,928563;5976,731;1,08482;295,449962;4680,616026;0;0,00274;4,154831
02.08.2024/04:00;02.08.2024/02:00;SE1, SE2, SE3, SE4;15855,707896;4607,710843;6026,945;1,307458;302,993753;4913,444332;0;0,0031;3,30341
02.08.2024/05:00;02.08.2024/03:00;SE1, SE2, SE3, SE4;16392,46772;4983,806863;6129,872;13,099249;293,704106;4966,655307;0;0,00214;5,328055
02.08.2024/06:00;02.08.2024/04:00;SE1, SE2, SE3, SE4;16854,274587;5679,318555;6340,12;102,493868;302,350344;4421,830653;0;0,00194;8,159227
02.08.2024/07:00;02.08.2024/05:00;SE1, SE2, SE3, SE4;17381,390733;6827,91057;6339,224;325,340832;308,701842;3568,340057;0;0,00304;11,870392
02.08.2024/08:00;02.08.2024/06:00;SE1, SE2, SE3, SE4;17530,148133;7518,241163;6348,729;705,632186;310,833238;2638,465413;0;0,00336;8,243773
02.08.2024/09:00;02.08.2024/07:00;SE1, SE2, SE3, SE4;18261,551782;8136,786624;6384,043;1172,651411;297,031994;2261,192127;0;0,00442;9,842206
02.08.2024/10:00;02.08.2024/08:00;SE1, SE2, SE3, SE4;18801,487453;8378,077098;6427,972;1617,57863;307,696556;2059,709399;0;0,00394;10,44983
02.08.2024/11:00;02.08.2024/09:00;SE1, SE2, SE3, SE4;18655,579036;8008,049127;6425,864;1970,832201;299,151514;1939,379412;0;0,00664;12,296142
02.08.2024/12:00;02.08.2024/10:00;SE1, SE2, SE3, SE4;18256,32577;7709,078772;6431,06;2116,336941;304,669297;1683,912703;0;0,00314;11,264917
02.08.2024/13:00;02.08.2024/11:00;SE1, SE2, SE3, SE4;17829,231196;7534,380484;6436,425;2080,569035;302,536842;1461,282417;0;0,00438;14,033038
02.08.2024/14:00;02.08.2024/12:00;SE1, SE2, SE3, SE4;17693,533144;7544,385332;6448,126;1947,547843;307,669222;1428,582566;0;0,00308;17,219101
02.08.2024/15:00;02.08.2024/13:00;SE1, SE2, SE3, SE4;17608,085635;7778,8489;6442,585;1669,37809;294,689005;1409,898703;0;0,00316;12,682777
02.08.2024/16:00;02.08.2024/14:00;SE1, SE2, SE3, SE4;17581,721815;8191,98811;6510,243;1307,189943;305,353387;1255,30422;0;0,00392;11,639235
02.08.2024/17:00;02.08.2024/15:00;SE1, SE2, SE3, SE4;18110,289956;9113,795219;6524,365;882,273728;297,039835;1281,988588;0;0,00246;10,825126
02.08.2024/18:00;02.08.2024/16:00;SE1, SE2, SE3, SE4;17915,314025;9412,850709;6532,816;459,657395;298,820412;1202,590694;0;0,00324;8,575575
02.08.2024/19:00;02.08.2024/17:00;SE1, SE2, SE3, SE4;17708,447495;9416,356013;6532,637;157,877956;307,416886;1287,853475;0;0,00258;6,303585
02.08.2024/20:00;02.08.2024/18:00;SE1, SE2, SE3, SE4;17587,805144;9283,891939;6539,325;20,845783;302,767098;1436,100315;0;0,0019;4,873109
02.08.2024/21:00;02.08.2024/19:00;SE1, SE2, SE3, SE4;17243,852054;8708,949216;6546,594;2,932238;301,763563;1678,677224;0;0,00358;4,932233
02.08.2024/22:00;02.08.2024/20:00;SE1, SE2, SE3, SE4;16711,254846;8075,584732;6561,901;1,701082;295,725272;1771,314178;0;0,0045;5,024082
02.08.2024/23:00;02.08.2024/21:00;SE1, SE2, SE3, SE4;15822,951592;7133,298021;6567,168;1,650135;299,442061;1813,515922;0;0,0099;7,867553
03.08.2024/00:00;02.08.2024/22:00;SE1, SE2, SE3, SE4;15433,711174;6727,562178;6582,392;1,385799;302,839286;1815,14638;0;0,0066;4,378931
03.08.2024/01:00;02.08.2024/23:00;SE1, SE2, SE3, SE4;15195,583822;6458,678521;6588,259;1,217841;305,024297;1838,638716;0;0,00398;3,761467
03.08.2024/02:00;03.08.2024/00:00;SE1, SE2, SE3, SE4;14829,294596;6213,018313;6602,276;1,166105;294,296909;1713,585728;0;0,00604;4,945501
03.08.2024/03:00;03.08.2024/01:00;SE1, SE2, SE3, SE4;14662,50346;6049,293961;6607,518;1,092528;298,062372;1699,16595;0;0,00524;7,365409
03.08.2024/04:00;03.08.2024/02:00;SE1, SE2, SE3, SE4;14575,154554;5896,549376;6617,22;1,106712;296,242767;1759,119424;0;0,003;4,913275
03.08.2024/05:00;03.08.2024/03:00;SE1, SE2, SE3, SE4;14752,052372;6079,286403;6620,637;10,305904;300,0783;1737,504833;0;0,00408;4,235852
03.08.2024/06:00;03.08.2024/04:00;SE1, SE2, SE3, SE4;15256,846675;6730,763661;6631,674;92,601164;296,943755;1499,806364;0;0,00334;5,054391
03.08.2024/07:00;03.08.2024/05:00;SE1, SE2, SE3, SE4;15868,732366;7380,69607;6633,893;332,575893;298,478506;1217,092689;0;0,00272;5,993488
03.08.2024/08:00;03.08.2024/06:00;SE1, SE2, SE3, SE4;16450,79582;7836,127945;6631,881;713,641235;304,468154;957,786745;0;0,00314;6,887601
03.08.2024/09:00;03.08.2024/07:00;SE1, SE2, SE3, SE4;16958,345941;8056,242592;6631,281;1130,912914;298,80159;833,489252;0;0,00332;7,615273
03.08.2024/10:00;03.08.2024/08:00;SE1, SE2, SE3, SE4;17328,787722;8159,360362;6631,764;1502,213267;296,11917;730,977216;0;0,00444;8,349267
03.08.2024/11:00;03.08.2024/09:00;SE1, SE2, SE3, SE4;17171,16817;7667,514932;6631,884;1781,305351;306,366587;774,418098;0;0,00324;9,675962
03.08.2024/12:00;03.08.2024/10:00;SE1, SE2, SE3, SE4;15933,294767;6158,971032;6631,488;1889,682732;305,076537;939,166307;0;0,00338;8,906779
03.08.2024/13:00;03.08.2024/11:00;SE1, SE2, SE3, SE4;15230,439561;5195,420628;6629,49;1844,497464;304,724269;1244,438353;0;0,00358;11,865267
03.08.2024/14:00;03.08.2024/12:00;SE1, SE2, SE3, SE4;14888,338018;4984,339101;6627,93;1699,667607;316,151193;1244,078856;0;0,00402;16,167241
03.08.2024/15:00;03.08.2024/13:00;SE1, SE2, SE3, SE4;15385,212409;5698,737039;6618,877;1483,530893;314,721545;1256,852132;0;0,00294;12,49086
03.08.2024/16:00;03.08.2024/14:00;SE1, SE2, SE3, SE4;17214,180811;7958,860998;6592,761;1141,824629;314,060248;1193,34829;0;0,0059;13,319746
03.08.2024/17:00;03.08.2024/15:00;SE1, SE2, SE3, SE4;17698,862766;8943,809661;6558,84;712,698084;325,445604;1146,51655;0;0,0024;11,550467
03.08.2024/18:00;03.08.2024/16:00;SE1, SE2, SE3, SE4;17623,555159;9289,427479;6574,432;358,552583;325,743763;1068,626762;0;0,00352;6,769052
03.08.2024/19:00;03.08.2024/17:00;SE1, SE2, SE3, SE4;17042,089095;9149,173321;6601,756;111,344148;321,55838;849,917274;0;0,00422;8,335752
03.08.2024/20:00;03.08.2024/18:00;SE1, SE2, SE3, SE4;16926,66561;9039,069919;6607,092;12,881389;319,49483;942,645246;0;0,00362;5,478606
03.08.2024/21:00;03.08.2024/19:00;SE1, SE2, SE3, SE4;17042,478267;9046,955962;6606,71;2,620937;306,033879;1072,465292;0;0,00356;7,688637
03.08.2024/22:00;03.08.2024/20:00;SE1, SE2, SE3, SE4;16750,749009;8690,166832;6608,791;1,656899;295,743347;1150,103284;0;0,0039;4,283747
03.08.2024/23:00;03.08.2024/21:00;SE1, SE2, SE3, SE4;15937,364169;7946,324069;6612,965;1,591691;296,042157;1073,127757;0;0,00398;7,309515
04.08.2024/00:00;03.08.2024/22:00;SE1, SE2, SE3, SE4;15671,173376;7793,631691;6615,406;1,255348;295,421086;960,234749;0;0,0048;5,219702
04.08.2024/01:00;03.08.2024/23:00;SE1, SE2, SE3, SE4;15457,835227;7595,289114;6610,551;1,067534;296,129767;948,496949;0;0,00544;6,295423
04.08.2024/02:00;04.08.2024/00:00;SE1, SE2, SE3, SE4;15327,831547;7516,143906;6606,858;1,015157;291,106404;907,023366;0;0,00404;5,680674
04.08.2024/03:00;04.08.2024/01:00;SE1, SE2, SE3, SE4;15171,335911;7477,776628;6609,245;0,913502;295,866705;780,365312;0;0,00364;7,165124
04.08.2024/04:00;04.08.2024/02:00;SE1, SE2, SE3, SE4;15005,065238;7367,265352;6611,793;1,079433;306,597754;712,574178;0;0,00544;5,750081
04.08.2024/05:00;04.08.2024/03:00;SE1, SE2, SE3, SE4;14967,785971;7362,154108;6614,574;8,036061;305,390561;669,736649;0;0,00498;7,889612
04.08.2024/06:00;04.08.2024/04:00;SE1, SE2, SE3, SE4;15175,497533;7568,308018;6619,451;61,069647;304,483246;613,271564;0;0,00396;8,910098
04.08.2024/07:00;04.08.2024/05:00;SE1, SE2, SE3, SE4;15554,952018;7881,565049;6623,058;185,215654;301,268949;556,81542;0;0,00404;7,024906
04.08.2024/08:00;04.08.2024/06:00;SE1, SE2, SE3, SE4;16018,327472;8225,327617;6623,382;343,063738;294,442535;523,011898;0;0,0111;9,088584
04.08.2024/09:00;04.08.2024/07:00;SE1, SE2, SE3, SE4;15903,613946;7966,399646;6624,068;533,460086;295,191248;473,006713;0;0,0661;11,422153
04.08.2024/10:00;04.08.2024/08:00;SE1, SE2, SE3, SE4;15068,241216;6890,072684;6623,231;759,600375;294,62669;493,740828;0;0,00374;6,965899
04.08.2024/11:00;04.08.2024/09:00;SE1, SE2, SE3, SE4;14451,492437;6012,029866;6620,954;915,622752;300,682416;594,261284;0;0,00398;7,938139
04.08.2024/12:00;04.08.2024/10:00;SE1, SE2, SE3, SE4;14002,997931;5470,544731;6620,54;1011,078106;298,774527;594,206649;0;0,00448;7,849438
04.08.2024/13:00;04.08.2024/11:00;SE1, SE2, SE3, SE4;13779,217172;5157,122903;6617,72;1033,369794;300,234206;664,180601;0;0,00364;6,586028
04.08.2024/14:00;04.08.2024/12:00;SE1, SE2, SE3, SE4;13460,570241;4897,446946;6612,474;959,949228;290,582242;695,035105;0;0,00362;5,0791
04.08.2024/15:00;04.08.2024/13:00;SE1, SE2, SE3, SE4;13586,389817;5164,743236;6609,361;744,508232;291,239503;767,82908;0;0,00426;8,704506
04.08.2024/16:00;04.08.2024/14:00;SE1, SE2, SE3, SE4;14967,18021;6641,76148;6601,519;568,350281;267,14291;881,875486;0;0,00366;6,527393
04.08.2024/17:00;04.08.2024/15:00;SE1, SE2, SE3, SE4;16461,334983;8415,272227;6600,339;388,372569;265,099044;782,426702;0;0,0049;9,820541
04.08.2024/18:00;04.08.2024/16:00;SE1, SE2, SE3, SE4;17411,771029;9601,102962;6595,766;210,357259;267,953599;726,319038;0;0,00816;10,264011
04.08.2024/19:00;04.08.2024/17:00;SE1, SE2, SE3, SE4;17598,1562;9946,577547;6592,526;68,507339;276,685932;708,246809;0;0,0051;5,607473
04.08.2024/20:00;04.08.2024/18:00;SE1, SE2, SE3, SE4;17380,189306;9765,822954;6591,383;11,07464;280,010452;727,892729;0;0,0056;3,999931
04.08.2024/21:00;04.08.2024/19:00;SE1, SE2, SE3, SE4;17132,770126;9467,708989;6594,213;2,40193;289,9688;774,622352;0;0,00414;3,850915
04.08.2024/22:00;04.08.2024/20:00;SE1, SE2, SE3, SE4;17133,047767;9312,671355;6595,057;1,429044;299,466612;919,712264;0;0,00526;4,706232
04.08.2024/23:00;04.08.2024/21:00;SE1, SE2, SE3, SE4;16820,517185;8981,387089;6597,852;1,43708;316,089314;919,118821;0;0,0056;4,627281
05.08.2024/00:00;04.08.2024/22:00;SE1, SE2, SE3, SE4;15988,026641;8154,16106;6600,195;1,123099;322,286175;904,79065;0;0,00352;5,467137
05.08.2024/01:00;04.08.2024/23:00;SE1, SE2, SE3, SE4;15840,435843;8183,412787;6601,951;5,838659;315,737088;726,687401;0;0,00294;6,805968
05.08.2024/02:00;05.08.2024/00:00;SE1, SE2, SE3, SE4;15824,692113;8151,612192;6605,368;1,011732;322,170368;737,468777;0;0,00282;7,058224
05.08.2024/03:00;05.08.2024/01:00;SE1, SE2, SE3, SE4;15729,143832;8063,476969;6605,856;1,01988;317,602371;734,86299;0;0,0022;6,323422
05.08.2024/04:00;05.08.2024/02:00;SE1, SE2, SE3, SE4;15632,981187;8013,62955;6608,076;1,178546;313,905306;691,631737;0;0,00166;4,558388
05.08.2024/05:00;05.08.2024/03:00;SE1, SE2, SE3, SE4;15820,280607;8149,614698;6610,374;6,489793;318,103136;729,871443;0;0,00178;5,825757
05.08.2024/06:00;05.08.2024/04:00;SE1, SE2, SE3, SE4;16028,201532;8424,897377;6613,481;60,254243;324,58529;594,734198;0;0,00306;10,246364
05.08.2024/07:00;05.08.2024/05:00;SE1, SE2, SE3, SE4;16307,239391;8798,948232;6613,977;207,049241;318,223742;362,742471;0;0,00286;6,295845
05.08.2024/08:00;05.08.2024/06:00;SE1, SE2, SE3, SE4;16517,204344;8877,847754;6614,167;454,291832;314,121929;249,833611;0;0,00396;6,938258
05.08.2024/09:00;05.08.2024/07:00;SE1, SE2, SE3, SE4;16750,023055;8857,694585;6613,466;757,745785;316,70264;196,884879;0;0,00368;7,525486
05.08.2024/10:00;05.08.2024/08:00;SE1, SE2, SE3, SE4;16997,535773;8703,505399;6613,213;1107,446592;316,051479;248,204406;0;0,00428;9,110617
05.08.2024/11:00;05.08.2024/09:00;SE1, SE2, SE3, SE4;17379,303918;8674,567145;6612,575;1421,361678;319,866879;342,165891;0;0,0036;8,763725
05.08.2024/12:00;05.08.2024/10:00;SE1, SE2, SE3, SE4;17486,045973;8529,399515;6608,044;1657,715243;317,426057;362,696567;0;0,0035;10,761091
05.08.2024/13:00;05.08.2024/11:00;SE1, SE2, SE3, SE4;17585,548538;8517,821465;6602,619;1731,7989;323,125923;398,469605;0;0,00406;11,709585
05.08.2024/14:00;05.08.2024/12:00;SE1, SE2, SE3, SE4;17413,397841;8384,44007;6599,761;1675,974055;320,66653;422,596344;0;0,02684;9,933002
05.08.2024/15:00;05.08.2024/13:00;SE1, SE2, SE3, SE4;17320,14018;8465,206495;6597,686;1513,723743;327,690738;404,141756;0;0,01206;11,679388
05.08.2024/16:00;05.08.2024/14:00;SE1, SE2, SE3, SE4;17056,661478;8648,309814;6592,949;1173,75762;304,959705;324,577982;0;0,00802;12,099337
05.08.2024/17:00;05.08.2024/15:00;SE1, SE2, SE3, SE4;16698,531013;8825,284012;6584,477;743,965608;294,075782;242,413542;0;0,0035;8,311569
05.08.2024/18:00;05.08.2024/16:00;SE1, SE2, SE3, SE4;16376,752988;8912,620687;6574,973;384,296524;298,813293;198,941757;0;0,00322;7,104507
05.08.2024/19:00;05.08.2024/17:00;SE1, SE2, SE3, SE4;16168,829526;8962,627251;6571,159;112,049078;297,67351;219,755584;0;0,00328;5,561823
05.08.2024/20:00;05.08.2024/18:00;SE1, SE2, SE3, SE4;16081,814481;8970,126021;6546,42;13,516314;310,359404;236,834856;0;0,00254;4,555346
05.08.2024/21:00;05.08.2024/19:00;SE1, SE2, SE3, SE4;16175,707029;8916,073854;6555,249;3,110368;314,685351;381,672356;0;0,003;4,9131
05.08.2024/22:00;05.08.2024/20:00;SE1, SE2, SE3, SE4;15897,059457;8513,976011;6578,084;1,880121;308,682979;489,76897;0;0,00302;4,664356
05.08.2024/23:00;05.08.2024/21:00;SE1, SE2, SE3, SE4;15588,410797;8195,775494;6586,982;1,880375;308,378813;488,885178;0;0,0045;6,504437
06.08.2024/00:00;05.08.2024/22:00;SE1, SE2, SE3, SE4;15270,509883;7875,189013;6590,219;1,58611;325,52869;472,426633;0;0,00302;5,557417
06.08.2024/01:00;05.08.2024/23:00;SE1, SE2, SE3, SE4;15079,112683;7750,523536;6594,705;1,326583;321,846557;404,784216;0;0,0033;5,923491
06.08.2024/02:00;06.08.2024/00:00;SE1, SE2, SE3, SE4;14969,184548;7731,726316;6595,082;1,259027;315,156988;318,499488;0;0,00216;7,458569
06.08.2024/03:00;06.08.2024/01:00;SE1, SE2, SE3, SE4;14851,877937;7703,698476;6597,324;1,17763;315,478473;228,106104;0;0,0019;6,091354
06.08.2024/04:00;06.08.2024/02:00;SE1, SE2, SE3, SE4;14872,745663;7778,415991;6596,123;1,443438;320,295394;170,939142;0;0,00232;5,526378
06.08.2024/05:00;06.08.2024/03:00;SE1, SE2, SE3, SE4;15166,787036;8080,240973;6598,771;8,624721;316,017968;157,729222;0;0,00234;5,400812
06.08.2024/06:00;06.08.2024/04:00;SE1, SE2, SE3, SE4;15373,632916;8183,22548;6601,977;83,854047;312,112668;186,517198;0;0,00198;5,944543
06.08.2024/07:00;06.08.2024/05:00;SE1, SE2, SE3, SE4;15927,494768;8507,737875;6602,372;308,186479;309,649072;190,905457;0;0,00374;8,640145
06.08.2024/08:00;06.08.2024/06:00;SE1, SE2, SE3, SE4;16283,143752;8527,30522;6602,864;695,916689;309,727854;139,729733;0;0,00258;7,597676
06.08.2024/09:00;06.08.2024/07:00;SE1, SE2, SE3, SE4;16425,965449;8536,351201;6249,91;1180,09793;307,935909;139,715603;0;0,01658;11,938226
06.08.2024/10:00;06.08.2024/08:00;SE1, SE2, SE3, SE4;16508,253571;8447,497697;5877,47;1621,289358;310,30415;240,570851;0;0,00424;11,117275
06.08.2024/11:00;06.08.2024/09:00;SE1, SE2, SE3, SE4;16522,842484;8147,343923;5837,399;1875,831298;313,636643;336,209374;0;0,00308;12,419166
06.08.2024/12:00;06.08.2024/10:00;SE1, SE2, SE3, SE4;16512,820753;8008,151262;5836,594;1960,140906;316,39751;375,074545;0;0,17464;16,28789
06.08.2024/13:00;06.08.2024/11:00;SE1, SE2, SE3, SE4;16472,626551;7825,348965;5895,92;1917,442859;318,407577;501,497861;0;0,00432;14,004969
06.08.2024/14:00;06.08.2024/12:00;SE1, SE2, SE3, SE4;16225,795316;7641,506798;5925,781;1776,688584;284,101589;583,965453;0;0,00732;13,744572
06.08.2024/15:00;06.08.2024/13:00;SE1, SE2, SE3, SE4;16923,240902;8548,213623;5928,906;1521,695476;270,358615;639,8825;0;0,01462;14,170068
06.08.2024/16:00;06.08.2024/14:00;SE1, SE2, SE3, SE4;16840,354496;8757,529891;5939,249;1164,392684;269,88503;691,722432;0;0,04346;17,531999
06.08.2024/17:00;06.08.2024/15:00;SE1, SE2, SE3, SE4;16556,773857;8798,709849;5952,353;757,767043;268,144108;770,183549;0;0,37558;9,240728
06.08.2024/18:00;06.08.2024/16:00;SE1, SE2, SE3, SE4;16372,032561;8923,377253;5964,576;388,774826;273,403532;814,338891;0;0,00284;7,559219
06.08.2024/19:00;06.08.2024/17:00;SE1, SE2, SE3, SE4;16179,297159;8975,590746;5969,238;117,815165;275,98449;833,739178;0;0,00304;6,92654
06.08.2024/20:00;06.08.2024/18:00;SE1, SE2, SE3, SE4;16326,245044;9008,997;5964,488;13,052217;274,657654;1059,029213;0;0,00218;6,01878
06.08.2024/21:00;06.08.2024/19:00;SE1, SE2, SE3, SE4;16579,645468;8808,091657;6087,073;3,417535;275,091833;1401,159265;0;0,00504;4,807138
06.08.2024/22:00;06.08.2024/20:00;SE1, SE2, SE3, SE4;16614,21785;8483,396826;6249,081;1,867561;274,976649;1600,577546;0;0,00294;4,315328
06.08.2024/23:00;06.08.2024/21:00;SE1, SE2, SE3, SE4;16080,761747;7952,419941;6248,264;1,814748;266,606058;1606,241081;0;0,00392;5,411999
07.08.2024/00:00;06.08.2024/22:00;SE1, SE2, SE3, SE4;15737,611589;7513,626739;6319,092;1,384896;263,156434;1620,164076;0;0,00314;20,184304
07.08.2024/01:00;06.08.2024/23:00;SE1, SE2, SE3, SE4;15376,583119;7240,320083;6357,632;2,827332;268,486201;1492,098068;0;0,00454;15,214895
07.08.2024/02:00;07.08.2024/00:00;SE1, SE2, SE3, SE4;15130,208951;7090,843464;6362,156;1,378698;269,780861;1395,680747;0;0,00386;10,365321
07.08.2024/03:00;07.08.2024/01:00;SE1, SE2, SE3, SE4;15084,575147;7053,533419;6368,049;1,30951;260,521502;1391,069498;0;0,00366;10,088558
07.08.2024/04:00;07.08.2024/02:00;SE1, SE2, SE3, SE4;15108,242328;7106,34602;6374,367;1,434475;270,605857;1351,586153;0;0,00398;3,898843
07.08.2024/05:00;07.08.2024/03:00;SE1, SE2, SE3, SE4;15592,059464;7472,079566;6428,12;9,307982;271,707357;1404,447061;0;0,00284;6,394658
07.08.2024/06:00;07.08.2024/04:00;SE1, SE2, SE3, SE4;16439,80128;8221,4255;6440,913;63,762714;272,979795;1431,38916;0;0,00306;9,328051
07.08.2024/07:00;07.08.2024/05:00;SE1, SE2, SE3, SE4;16849,58041;8578,746022;6440,406;232,934717;269,171184;1316,234476;0;0,00608;12,081931
07.08.2024/08:00;07.08.2024/06:00;SE1, SE2, SE3, SE4;17021,589857;8803,386417;6448,389;519,080489;266,672982;975,308338;0;0,01608;8,736551
07.08.2024/09:00;07.08.2024/07:00;SE1, SE2, SE3, SE4;17477,155785;8864,956586;6496,657;922,998464;270,154152;912,148905;0;0,01506;10,225618
07.08.2024/10:00;07.08.2024/08:00;SE1, SE2, SE3, SE4;18068,549199;8805,978319;6492,994;1324,802052;263,848619;1168,799769;0;0,01618;12,11026
07.08.2024/11:00;07.08.2024/09:00;SE1, SE2, SE3, SE4;18503,331731;8707,031859;6486,96;1598,325085;263,110179;1435,670565;0;0,1121;12,121943
07.08.2024/12:00;07.08.2024/10:00;SE1, SE2, SE3, SE4;18843,88104;8651,418948;6488,074;1775,409921;252,362199;1663,239487;0;0,01606;13,360425
07.08.2024/13:00;07.08.2024/11:00;SE1, SE2, SE3, SE4;19094,09191;8666,363979;6486,838;1766,244521;252,761553;1907,989855;0;0,38804;13,505962
07.08.2024/14:00;07.08.2024/12:00;SE1, SE2, SE3, SE4;19107,912422;8536,108614;6537,706;1573,106886;255,375884;2189,141482;0;0,00452;16,469036
07.08.2024/15:00;07.08.2024/13:00;SE1, SE2, SE3, SE4;18956,502873;8551,432193;6535,331;1258,802444;273,799682;2323,779541;0;0,0038;13,354213
07.08.2024/16:00;07.08.2024/14:00;SE1, SE2, SE3, SE4;18728,951961;8494,919411;6530,216;940,869027;257,93777;2493,565794;0;0,00444;11,439519
07.08.2024/17:00;07.08.2024/15:00;SE1, SE2, SE3, SE4;18337,751947;8679,843371;6535,772;548,392943;265,153293;2297,616753;0;0,00342;10,970167
07.08.2024/18:00;07.08.2024/16:00;SE1, SE2, SE3, SE4;18106,739646;8606,016616;6555,758;252,540878;264,331571;2418,347972;0;0,00392;9,740689
07.08.2024/19:00;07.08.2024/17:00;SE1, SE2, SE3, SE4;18106,689014;8527,435544;6557,407;73,608623;261,638459;2679,111096;0;0,00188;7,486412
07.08.2024/20:00;07.08.2024/18:00;SE1, SE2, SE3, SE4;18188,854741;7983,349489;6554,036;8,976566;264,932235;3372,335835;0;0,00224;5,222376
07.08.2024/21:00;07.08.2024/19:00;SE1, SE2, SE3, SE4;18097,73108;7385,252297;6566,665;4,234727;267,929964;3863,01247;0;0,00224;10,634382
07.08.2024/22:00;07.08.2024/20:00;SE1, SE2, SE3, SE4;17349,003113;6337,506322;6558,12;2,673258;279,836947;4161,282047;0;0,00418;9,580359
07.08.2024/23:00;07.08.2024/21:00;SE1, SE2, SE3, SE4;16580,727393;5498,12599;6497,103;2,620786;288,749851;4286,106356;0;0,00324;8,01817
08.08.2024/00:00;07.08.2024/22:00;SE1, SE2, SE3, SE4;16036,110488;5137,981575;6381,885;1,820048;275,565348;4234,105851;0;0,00358;4,749086
08.08.2024/01:00;07.08.2024/23:00;SE1, SE2, SE3, SE4;15590,536228;4993,197469;6377,903;19,048403;267,869802;3927,970234;0;0,00416;4,54316
08.08.2024/02:00;08.08.2024/00:00;SE1, SE2, SE3, SE4;15460,023392;5121,17127;6386,267;2,204731;274,167682;3664,631955;0;0,00478;11,575974
08.08.2024/03:00;08.08.2024/01:00;SE1, SE2, SE3, SE4;15319,79819;5198,73775;6391,016;2,160252;270,159711;3446,705155;0;0,00444;11,014882
08.08.2024/04:00;08.08.2024/02:00;SE1, SE2, SE3, SE4;15406,785714;5345,629846;6388,76;1,729069;282,556305;3380,908649;0;0,00296;7,198885
08.08.2024/05:00;08.08.2024/03:00;SE1, SE2, SE3, SE4;16174,322969;6061,973434;6375,235;6,189182;289,437428;3428,575545;0;0,00292;12,90946
08.08.2024/06:00;08.08.2024/04:00;SE1, SE2, SE3, SE4;17033,356412;7236,192662;6376,178;40,031253;299,533685;3065,862739;0;0,00904;15,549033
08.08.2024/07:00;08.08.2024/05:00;SE1, SE2, SE3, SE4;17976,552922;8411,230381;6381,046;142,270099;295,292247;2736,242523;0;0,00376;10,467912
08.08.2024/08:00;08.08.2024/06:00;SE1, SE2, SE3, SE4;18328,907992;8839,113527;6387,923;352,105826;307,847743;2431,428497;0;0,00328;10,486119
08.08.2024/09:00;08.08.2024/07:00;SE1, SE2, SE3, SE4;18769,920202;8919,600585;6392,293;625,355443;304,820659;2517,091723;0;0,00448;10,754312
08.08.2024/10:00;08.08.2024/08:00;SE1, SE2, SE3, SE4;18983,529183;8524,271322;6393,28;981,5656;306,132944;2767,067253;0;0,0042;11,207864
08.08.2024/11:00;08.08.2024/09:00;SE1, SE2, SE3, SE4;18996,4236;7771,693836;6396,615;1239,986279;304,570198;3269,972759;0;0,00502;13,580508
08.08.2024/12:00;08.08.2024/10:00;SE1, SE2, SE3, SE4;19356,123335;7455,805769;6395,798;1268,038625;304,624838;3896,991688;0;0,01292;34,851495
08.08.2024/13:00;08.08.2024/11:00;SE1, SE2, SE3, SE4;19357,468121;6969,735833;6396,026;1213,592467;306,062039;4456,086274;0;0,0042;15,961308
