Date/Time SNT;MBA;Load Profile [MWh]
12.10.2024/13:00;SE1, SE2, SE3, SE4;-3327,689
12.10.2024/14:00;SE1, SE2, SE3, SE4;-3384,284
12.10.2024/15:00;SE1, SE2, SE3, SE4;-3586,442
12.10.2024/16:00;SE1, SE2, SE3, SE4;-3918,413
12.10.2024/17:00;SE1, SE2, SE3, SE4;-4221,412
12.10.2024/18:00;SE1, SE2, SE3, SE4;-4119,489
12.10.2024/19:00;SE1, SE2, SE3, SE4;-3863,844
12.10.2024/20:00;SE1, SE2, SE3, SE4;-3635,287
12.10.2024/21:00;SE1, SE2, SE3, SE4;-3413,912
12.10.2024/22:00;SE1, SE2, SE3, SE4;-3191,449
12.10.2024/23:00;SE1, SE2, SE3, SE4;-2995,677
13.10.2024/00:00;SE1, SE2, SE3, SE4;-2853,393
13.10.2024/01:00;SE1, SE2, SE3, SE4;-2784,012
13.10.2024/02:00;SE1, SE2, SE3, SE4;-2723,239
13.10.2024/03:00;SE1, SE2, SE3, SE4;-2704,881
13.10.2024/04:00;SE1, SE2, SE3, SE4;-2725,13
13.10.2024/05:00;SE1, SE2, SE3, SE4;-2800,576
13.10.2024/06:00;SE1, SE2, SE3, SE4;-2904,158
13.10.2024/07:00;SE1, SE2, SE3, SE4;-3144,988
13.10.2024/08:00;SE1, SE2, SE3, SE4;-3412,159
13.10.2024/09:00;SE1, SE2, SE3, SE4;-3564,283
13.10.2024/10:00;SE1, SE2, SE3, SE4;-3662,533
13.10.2024/11:00;SE1, SE2, SE3, SE4;-3672,755
13.10.2024/12:00;SE1, SE2, SE3, SE4;-3604,194
13.10.2024/13:00;SE1, SE2, SE3, SE4;-3565,645
13.10.2024/14:00;SE1, SE2, SE3, SE4;-3595,058
13.10.2024/15:00;SE1, SE2, SE3, SE4;-3769,893
13.10.2024/16:00;SE1, SE2, SE3, SE4;-4056,359
13.10.2024/17:00;SE1, SE2, SE3, SE4;-4308,058
13.10.2024/18:00;SE1, SE2, SE3, SE4;-4200,138
13.10.2024/19:00;SE1, SE2, SE3, SE4;-3941,578
13.10.2024/20:00;SE1, SE2, SE3, SE4;-3642,388
13.10.2024/21:00;SE1, SE2, SE3, SE4;-3316,069
13.10.2024/22:00;SE1, SE2, SE3, SE4;-3000,777
13.10.2024/23:00;SE1, SE2, SE3, SE4;-2816,581
14.10.2024/00:00;SE1, SE2, SE3, SE4;-2713,009
14.10.2024/01:00;SE1, SE2, SE3, SE4;-2681,264
14.10.2024/02:00;SE1, SE2, SE3, SE4;-2673,507
14.10.2024/03:00;SE1, SE2, SE3, SE4;-2700,893
14.10.2024/04:00;SE1, SE2, SE3, SE4;-2846,232
14.10.2024/05:00;SE1, SE2, SE3, SE4;-3156,128
14.10.2024/06:00;SE1, SE2, SE3, SE4;-3365,989
14.10.2024/07:00;SE1, SE2, SE3, SE4;-3382,241
14.10.2024/08:00;SE1, SE2, SE3, SE4;-3379,909
14.10.2024/09:00;SE1, SE2, SE3, SE4;-3329,234
14.10.2024/10:00;SE1, SE2, SE3, SE4;-3294,61
14.10.2024/11:00;SE1, SE2, SE3, SE4;-3259,656
14.10.2024/12:00;SE1, SE2, SE3, SE4;-3176,322
14.10.2024/13:00;SE1, SE2, SE3, SE4;-3154,533
14.10.2024/14:00;SE1, SE2, SE3, SE4;-3243,625
14.10.2024/15:00;SE1, SE2, SE3, SE4;-3532,49
14.10.2024/16:00;SE1, SE2, SE3, SE4;-3980,271
14.10.2024/17:00;SE1, SE2, SE3, SE4;-4303,854
14.10.2024/18:00;SE1, SE2, SE3, SE4;-4274,698
14.10.2024/19:00;SE1, SE2, SE3, SE4;-4089,392
14.10.2024/20:00;SE1, SE2, SE3, SE4;-3850,982
14.10.2024/21:00;SE1, SE2, SE3, SE4;-3551,891
14.10.2024/22:00;SE1, SE2, SE3, SE4;-3263,487
14.10.2024/23:00;SE1, SE2, SE3, SE4;-3114,172
15.10.2024/00:00;SE1, SE2, SE3, SE4;-3039,217
15.10.2024/01:00;SE1, SE2, SE3, SE4;-3037,875
15.10.2024/02:00;SE1, SE2, SE3, SE4;-3059,322
15.10.2024/03:00;SE1, SE2, SE3, SE4;-3137,583
15.10.2024/04:00;SE1, SE2, SE3, SE4;-3313,914
15.10.2024/05:00;SE1, SE2, SE3, SE4;-3672,634
15.10.2024/06:00;SE1, SE2, SE3, SE4;-3904,51
15.10.2024/07:00;SE1, SE2, SE3, SE4;-3897,052
15.10.2024/08:00;SE1, SE2, SE3, SE4;-3786,821
15.10.2024/09:00;SE1, SE2, SE3, SE4;-3625,217
15.10.2024/10:00;SE1, SE2, SE3, SE4;-3498,897
15.10.2024/11:00;SE1, SE2, SE3, SE4;-3397,027
15.10.2024/12:00;SE1, SE2, SE3, SE4;-3258,711
15.10.2024/13:00;SE1, SE2, SE3, SE4;-3199,717
15.10.2024/14:00;SE1, SE2, SE3, SE4;-3272,141
15.10.2024/15:00;SE1, SE2, SE3, SE4;-3543,381
15.10.2024/16:00;SE1, SE2, SE3, SE4;-4051,161
15.10.2024/17:00;SE1, SE2, SE3, SE4;-4493,053
15.10.2024/18:00;SE1, SE2, SE3, SE4;-4543,227
15.10.2024/19:00;SE1, SE2, SE3, SE4;-4398,716
15.10.2024/20:00;SE1, SE2, SE3, SE4;-4193,52
15.10.2024/21:00;SE1, SE2, SE3, SE4;-3916,189
15.10.2024/22:00;SE1, SE2, SE3, SE4;-3636,596
15.10.2024/23:00;SE1, SE2, SE3, SE4;-3478,898
16.10.2024/00:00;SE1, SE2, SE3, SE4;-3398,867
16.10.2024/01:00;SE1, SE2, SE3, SE4;-3379,253
16.10.2024/02:00;SE1, SE2, SE3, SE4;-3386,463
16.10.2024/03:00;SE1, SE2, SE3, SE4;-3435,865
16.10.2024/04:00;SE1, SE2, SE3, SE4;-3591,496
16.10.2024/05:00;SE1, SE2, SE3, SE4;-3912,283
16.10.2024/06:00;SE1, SE2, SE3, SE4;-4106,243
16.10.2024/07:00;SE1, SE2, SE3, SE4;-4038,91
16.10.2024/08:00;SE1, SE2, SE3, SE4;-3897,848
16.10.2024/09:00;SE1, SE2, SE3, SE4;-3693,617
16.10.2024/10:00;SE1, SE2, SE3, SE4;-3524,661
16.10.2024/11:00;SE1, SE2, SE3, SE4;-3418,043
16.10.2024/12:00;SE1, SE2, SE3, SE4;-3287,897
16.10.2024/13:00;SE1, SE2, SE3, SE4;-3235,614
16.10.2024/14:00;SE1, SE2, SE3, SE4;-3304,823
16.10.2024/15:00;SE1, SE2, SE3, SE4;-3603,085
16.10.2024/16:00;SE1, SE2, SE3, SE4;-4081,521
16.10.2024/17:00;SE1, SE2, SE3, SE4;-4422,643
16.10.2024/18:00;SE1, SE2, SE3, SE4;-4396,9
16.10.2024/19:00;SE1, SE2, SE3, SE4;-4219,441
16.10.2024/20:00;SE1, SE2, SE3, SE4;-3965,832
16.10.2024/21:00;SE1, SE2, SE3, SE4;-3644,893
16.10.2024/22:00;SE1, SE2, SE3, SE4;-3322,009
16.10.2024/23:00;SE1, SE2, SE3, SE4;-3133,596
17.10.2024/00:00;SE1, SE2, SE3, SE4;-3022,386
17.10.2024/01:00;SE1, SE2, SE3, SE4;-2972,086
17.10.2024/02:00;SE1, SE2, SE3, SE4;-2945,879
17.10.2024/03:00;SE1, SE2, SE3, SE4;-2959,372
17.10.2024/04:00;SE1, SE2, SE3, SE4;-3081,175
17.10.2024/05:00;SE1, SE2, SE3, SE4;-3372,338
17.10.2024/06:00;SE1, SE2, SE3, SE4;-3558,915
17.10.2024/07:00;SE1, SE2, SE3, SE4;-3506,871
17.10.2024/08:00;SE1, SE2, SE3, SE4;-3434,162
17.10.2024/09:00;SE1, SE2, SE3, SE4;-3338,175
17.10.2024/10:00;SE1, SE2, SE3, SE4;-3252,161
17.10.2024/11:00;SE1, SE2, SE3, SE4;-3176,713
17.10.2024/12:00;SE1, SE2, SE3, SE4;-3055,014
17.10.2024/13:00;SE1, SE2, SE3, SE4;-3016,684
17.10.2024/14:00;SE1, SE2, SE3, SE4;-3110,43
17.10.2024/15:00;SE1, SE2, SE3, SE4;-3393,78
17.10.2024/16:00;SE1, SE2, SE3, SE4;-3850,245
17.10.2024/17:00;SE1, SE2, SE3, SE4;-4179,048
17.10.2024/18:00;SE1, SE2, SE3, SE4;-4128,124
17.10.2024/19:00;SE1, SE2, SE3, SE4;-3958,392
17.10.2024/20:00;SE1, SE2, SE3, SE4;-3706,75
17.10.2024/21:00;SE1, SE2, SE3, SE4;-3390,813
17.10.2024/22:00;SE1, SE2, SE3, SE4;-3057,404
17.10.2024/23:00;SE1, SE2, SE3, SE4;-2853,83
18.10.2024/00:00;SE1, SE2, SE3, SE4;-2726,025
18.10.2024/01:00;SE1, SE2, SE3, SE4;-2651,829
18.10.2024/02:00;SE1, SE2, SE3, SE4;-2617,665
18.10.2024/03:00;SE1, SE2, SE3, SE4;-2626,716
18.10.2024/04:00;SE1, SE2, SE3, SE4;-2756,406
18.10.2024/05:00;SE1, SE2, SE3, SE4;-3046,195
18.10.2024/06:00;SE1, SE2, SE3, SE4;-3269,583
18.10.2024/07:00;SE1, SE2, SE3, SE4;-3274,775
18.10.2024/08:00;SE1, SE2, SE3, SE4;-3270,851
18.10.2024/09:00;SE1, SE2, SE3, SE4;-3241,359
18.10.2024/10:00;SE1, SE2, SE3, SE4;-3216,102
18.10.2024/11:00;SE1, SE2, SE3, SE4;-3183,4
18.10.2024/12:00;SE1, SE2, SE3, SE4;-3116,59
18.10.2024/13:00;SE1, SE2, SE3, SE4;-3115,806
18.10.2024/14:00;SE1, SE2, SE3, SE4;-3218,517
18.10.2024/15:00;SE1, SE2, SE3, SE4;-3457,816
18.10.2024/16:00;SE1, SE2, SE3, SE4;-3845,894
18.10.2024/17:00;SE1, SE2, SE3, SE4;-4068,176
18.10.2024/18:00;SE1, SE2, SE3, SE4;-3909,55
18.10.2024/19:00;SE1, SE2, SE3, SE4;-3649,195
18.10.2024/20:00;SE1, SE2, SE3, SE4;-3411,871
18.10.2024/21:00;SE1, SE2, SE3, SE4;-3182,464
18.10.2024/22:00;SE1, SE2, SE3, SE4;-2938,42
18.10.2024/23:00;SE1, SE2, SE3, SE4;-2738,513
19.10.2024/00:00;SE1, SE2, SE3, SE4;-2628,242
19.10.2024/01:00;SE1, SE2, SE3, SE4;-2550,275
19.10.2024/02:00;SE1, SE2, SE3, SE4;-2516,228
19.10.2024/03:00;SE1, SE2, SE3, SE4;-2512,959
19.10.2024/04:00;SE1, SE2, SE3, SE4;-2556,515
19.10.2024/05:00;SE1, SE2, SE3, SE4;-2666,177
19.10.2024/06:00;SE1, SE2, SE3, SE4;-2840,948
19.10.2024/07:00;SE1, SE2, SE3, SE4;-3080,181
19.10.2024/08:00;SE1, SE2, SE3, SE4;-3292,711
19.10.2024/09:00;SE1, SE2, SE3, SE4;-3358,088
19.10.2024/10:00;SE1, SE2, SE3, SE4;-3342,84
19.10.2024/11:00;SE1, SE2, SE3, SE4;-3298,496
19.10.2024/12:00;SE1, SE2, SE3, SE4;-3216,514
19.10.2024/13:00;SE1, SE2, SE3, SE4;-3172,49
19.10.2024/14:00;SE1, SE2, SE3, SE4;-3211,617
19.10.2024/15:00;SE1, SE2, SE3, SE4;-3405,82
19.10.2024/16:00;SE1, SE2, SE3, SE4;-3745,911
19.10.2024/17:00;SE1, SE2, SE3, SE4;-3963,501
19.10.2024/18:00;SE1, SE2, SE3, SE4;-3771,301
19.10.2024/19:00;SE1, SE2, SE3, SE4;-3522,051
19.10.2024/20:00;SE1, SE2, SE3, SE4;-3292,529
19.10.2024/21:00;SE1, SE2, SE3, SE4;-3076,265
19.10.2024/22:00;SE1, SE2, SE3, SE4;-2848,241
19.10.2024/23:00;SE1, SE2, SE3, SE4;-2656,308
20.10.2024/00:00;SE1, SE2, SE3, SE4;-2483,826
20.10.2024/01:00;SE1, SE2, SE3, SE4;-2416,461
20.10.2024/02:00;SE1, SE2, SE3, SE4;-2359,163
20.10.2024/03:00;SE1, SE2, SE3, SE4;-2326,025
20.10.2024/04:00;SE1, SE2, SE3, SE4;-2339,5
20.10.2024/05:00;SE1, SE2, SE3, SE4;-2418,978
20.10.2024/06:00;SE1, SE2, SE3, SE4;-2562,891
20.10.2024/07:00;SE1, SE2, SE3, SE4;-2786,603
20.10.2024/08:00;SE1, SE2, SE3, SE4;-3057,743
20.10.2024/09:00;SE1, SE2, SE3, SE4;-3215,102
20.10.2024/10:00;SE1, SE2, SE3, SE4;-3314,556
20.10.2024/11:00;SE1, SE2, SE3, SE4;-3330,164
20.10.2024/12:00;SE1, SE2, SE3, SE4;-3293,596
20.10.2024/13:00;SE1, SE2, SE3, SE4;-3260,25
20.10.2024/14:00;SE1, SE2, SE3, SE4;-3285,493
20.10.2024/15:00;SE1, SE2, SE3, SE4;-3477,924
20.10.2024/16:00;SE1, SE2, SE3, SE4;-3819,624
20.10.2024/17:00;SE1, SE2, SE3, SE4;-4031,144
20.10.2024/18:00;SE1, SE2, SE3, SE4;-3874,761
20.10.2024/19:00;SE1, SE2, SE3, SE4;-3617,682
20.10.2024/20:00;SE1, SE2, SE3, SE4;-3317,857
20.10.2024/21:00;SE1, SE2, SE3, SE4;-2978,753
20.10.2024/22:00;SE1, SE2, SE3, SE4;-2659,763
20.10.2024/23:00;SE1, SE2, SE3, SE4;-2462,925
21.10.2024/00:00;SE1, SE2, SE3, SE4;-2348,848
21.10.2024/01:00;SE1, SE2, SE3, SE4;-2295,678
21.10.2024/02:00;SE1, SE2, SE3, SE4;-2265,603
21.10.2024/03:00;SE1, SE2, SE3, SE4;-2274,905
21.10.2024/04:00;SE1, SE2, SE3, SE4;-2400,624
21.10.2024/05:00;SE1, SE2, SE3, SE4;-2694,712
21.10.2024/06:00;SE1, SE2, SE3, SE4;-2929,856
21.10.2024/07:00;SE1, SE2, SE3, SE4;-2924,702
21.10.2024/08:00;SE1, SE2, SE3, SE4;-2940,722
21.10.2024/09:00;SE1, SE2, SE3, SE4;-2927,838
21.10.2024/10:00;SE1, SE2, SE3, SE4;-2931,881
21.10.2024/11:00;SE1, SE2, SE3, SE4;-2942,873
21.10.2024/12:00;SE1, SE2, SE3, SE4;-2891,492
21.10.2024/13:00;SE1, SE2, SE3, SE4;-2886,912
21.10.2024/14:00;SE1, SE2, SE3, SE4;-2973,666
21.10.2024/15:00;SE1, SE2, SE3, SE4;-3268,99
21.10.2024/16:00;SE1, SE2, SE3, SE4;-3716,587
21.10.2024/17:00;SE1, SE2, SE3, SE4;-3938,296
21.10.2024/18:00;SE1, SE2, SE3, SE4;-3822,824
21.10.2024/19:00;SE1, SE2, SE3, SE4;-3606,874
21.10.2024/20:00;SE1, SE2, SE3, SE4;-3348,081
21.10.2024/21:00;SE1, SE2, SE3, SE4;-3031,933
21.10.2024/22:00;SE1, SE2, SE3, SE4;-2717,474
21.10.2024/23:00;SE1, SE2, SE3, SE4;-2539,087
22.10.2024/00:00;SE1, SE2, SE3, SE4;-2432,826
22.10.2024/01:00;SE1, SE2, SE3, SE4;-2409,891
22.10.2024/02:00;SE1, SE2, SE3, SE4;-2394,729
22.10.2024/03:00;SE1, SE2, SE3, SE4;-2427,106
22.10.2024/04:00;SE1, SE2, SE3, SE4;-2573,039
22.10.2024/05:00;SE1, SE2, SE3, SE4;-2878,6
22.10.2024/06:00;SE1, SE2, SE3, SE4;-3119,109
22.10.2024/07:00;SE1, SE2, SE3, SE4;-3115,783
22.10.2024/08:00;SE1, SE2, SE3, SE4;-3113,052
22.10.2024/09:00;SE1, SE2, SE3, SE4;-3091,357
22.10.2024/10:00;SE1, SE2, SE3, SE4;-3064,307
22.10.2024/11:00;SE1, SE2, SE3, SE4;-3021,335
22.10.2024/12:00;SE1, SE2, SE3, SE4;-2926,795
22.10.2024/13:00;SE1, SE2, SE3, SE4;-2903,48
22.10.2024/14:00;SE1, SE2, SE3, SE4;-3008,293
22.10.2024/15:00;SE1, SE2, SE3, SE4;-3314,297
22.10.2024/16:00;SE1, SE2, SE3, SE4;-3800,52
22.10.2024/17:00;SE1, SE2, SE3, SE4;-4095,885
22.10.2024/18:00;SE1, SE2, SE3, SE4;-4018,951
22.10.2024/19:00;SE1, SE2, SE3, SE4;-3819,19
22.10.2024/20:00;SE1, SE2, SE3, SE4;-3557,95
22.10.2024/21:00;SE1, SE2, SE3, SE4;-3234,25
22.10.2024/22:00;SE1, SE2, SE3, SE4;-2917,839
22.10.2024/23:00;SE1, SE2, SE3, SE4;-2732,858
23.10.2024/00:00;SE1, SE2, SE3, SE4;-2652,973
23.10.2024/01:00;SE1, SE2, SE3, SE4;-2586,647
23.10.2024/02:00;SE1, SE2, SE3, SE4;-2594,979
23.10.2024/03:00;SE1, SE2, SE3, SE4;-2636,783
23.10.2024/04:00;SE1, SE2, SE3, SE4;-2797,307
23.10.2024/05:00;SE1, SE2, SE3, SE4;-3120,072
23.10.2024/06:00;SE1, SE2, SE3, SE4;-3358,887
23.10.2024/07:00;SE1, SE2, SE3, SE4;-3321,026
23.10.2024/08:00;SE1, SE2, SE3, SE4;-3259,726
23.10.2024/09:00;SE1, SE2, SE3, SE4;-3175,255
23.10.2024/10:00;SE1, SE2, SE3, SE4;-3105,85
23.10.2024/11:00;SE1, SE2, SE3, SE4;-3058,208
23.10.2024/12:00;SE1, SE2, SE3, SE4;-2966,451
23.10.2024/13:00;SE1, SE2, SE3, SE4;-2963,944
23.10.2024/14:00;SE1, SE2, SE3, SE4;-3076,873
23.10.2024/15:00;SE1, SE2, SE3, SE4;-3412,588
23.10.2024/16:00;SE1, SE2, SE3, SE4;-3905,216
23.10.2024/17:00;SE1, SE2, SE3, SE4;-4144,796
23.10.2024/18:00;SE1, SE2, SE3, SE4;-4046,223
23.10.2024/19:00;SE1, SE2, SE3, SE4;-3847,963
23.10.2024/20:00;SE1, SE2, SE3, SE4;-3582,472
23.10.2024/21:00;SE1, SE2, SE3, SE4;-3269,157
23.10.2024/22:00;SE1, SE2, SE3, SE4;-2950,124
23.10.2024/23:00;SE1, SE2, SE3, SE4;-2761,455
24.10.2024/00:00;SE1, SE2, SE3, SE4;-2625,58
24.10.2024/01:00;SE1, SE2, SE3, SE4;-2565,786
24.10.2024/02:00;SE1, SE2, SE3, SE4;-2537,452
24.10.2024/03:00;SE1, SE2, SE3, SE4;-2547,145
24.10.2024/04:00;SE1, SE2, SE3, SE4;-2674,602
24.10.2024/05:00;SE1, SE2, SE3, SE4;-2970,956
24.10.2024/06:00;SE1, SE2, SE3, SE4;-3212,939
24.10.2024/07:00;SE1, SE2, SE3, SE4;-3185,879
24.10.2024/08:00;SE1, SE2, SE3, SE4;-3178,787
24.10.2024/09:00;SE1, SE2, SE3, SE4;-3109,55
24.10.2024/10:00;SE1, SE2, SE3, SE4;-3053,108
24.10.2024/11:00;SE1, SE2, SE3, SE4;-3006,347
24.10.2024/12:00;SE1, SE2, SE3, SE4;-2926,688
24.10.2024/13:00;SE1, SE2, SE3, SE4;-2924,794
24.10.2024/14:00;SE1, SE2, SE3, SE4;-3034,678
24.10.2024/15:00;SE1, SE2, SE3, SE4;-3340,963
24.10.2024/16:00;SE1, SE2, SE3, SE4;-3808,979
24.10.2024/17:00;SE1, SE2, SE3, SE4;-4047,927
24.10.2024/18:00;SE1, SE2, SE3, SE4;-3964,696
24.10.2024/19:00;SE1, SE2, SE3, SE4;-3788,885
24.10.2024/20:00;SE1, SE2, SE3, SE4;-3550,994
24.10.2024/21:00;SE1, SE2, SE3, SE4;-3257,94
24.10.2024/22:00;SE1, SE2, SE3, SE4;-2952,115
24.10.2024/23:00;SE1, SE2, SE3, SE4;-2774,076
25.10.2024/00:00;SE1, SE2, SE3, SE4;-2660,581
25.10.2024/01:00;SE1, SE2, SE3, SE4;-2617,847
25.10.2024/02:00;SE1, SE2, SE3, SE4;-2611,888
25.10.2024/03:00;SE1, SE2, SE3, SE4;-2639,951
25.10.2024/04:00;SE1, SE2, SE3, SE4;-2775,718
25.10.2024/05:00;SE1, SE2, SE3, SE4;-3083,302
25.10.2024/06:00;SE1, SE2, SE3, SE4;-3361,672
25.10.2024/07:00;SE1, SE2, SE3, SE4;-3371,544
25.10.2024/08:00;SE1, SE2, SE3, SE4;-3381,634
25.10.2024/09:00;SE1, SE2, SE3, SE4;-3348,573
25.10.2024/10:00;SE1, SE2, SE3, SE4;-3311,535
25.10.2024/11:00;SE1, SE2, SE3, SE4;-3281,379
25.10.2024/12:00;SE1, SE2, SE3, SE4;-3206,906
25.10.2024/13:00;SE1, SE2, SE3, SE4;-3218,268
25.10.2024/14:00;SE1, SE2, SE3, SE4;-3326,093
25.10.2024/15:00;SE1, SE2, SE3, SE4;-3598,686
25.10.2024/16:00;SE1, SE2, SE3, SE4;-4019,25
25.10.2024/17:00;SE1, SE2, SE3, SE4;-4179,572
25.10.2024/18:00;SE1, SE2, SE3, SE4;-4015,048
25.10.2024/19:00;SE1, SE2, SE3, SE4;-3768,491
25.10.2024/20:00;SE1, SE2, SE3, SE4;-3553,588
25.10.2024/21:00;SE1, SE2, SE3, SE4;-3344,555
25.10.2024/22:00;SE1, SE2, SE3, SE4;-3120,723
25.10.2024/23:00;SE1, SE2, SE3, SE4;-2931,058
26.10.2024/00:00;SE1, SE2, SE3, SE4;-2788,577
26.10.2024/01:00;SE1, SE2, SE3, SE4;-2716,02
26.10.2024/02:00;SE1, SE2, SE3, SE4;-2677,82
26.10.2024/03:00;SE1, SE2, SE3, SE4;-2673,436
26.10.2024/04:00;SE1, SE2, SE3, SE4;-2712,225
26.10.2024/05:00;SE1, SE2, SE3, SE4;-2826,737
26.10.2024/06:00;SE1, SE2, SE3, SE4;-3020,23
26.10.2024/07:00;SE1, SE2, SE3, SE4;-3245,506
26.10.2024/08:00;SE1, SE2, SE3, SE4;-3483,201
26.10.2024/09:00;SE1, SE2, SE3, SE4;-3563,448
26.10.2024/10:00;SE1, SE2, SE3, SE4;-3568,369
26.10.2024/11:00;SE1, SE2, SE3, SE4;-3524,747
26.10.2024/12:00;SE1, SE2, SE3, SE4;-3443,167
26.10.2024/13:00;SE1, SE2, SE3, SE4;-3400,341
26.10.2024/14:00;SE1, SE2, SE3, SE4;-3444,024
26.10.2024/15:00;SE1, SE2, SE3, SE4;-3642,894
26.10.2024/16:00;SE1, SE2, SE3, SE4;-3991,139
26.10.2024/17:00;SE1, SE2, SE3, SE4;-4123,694
26.10.2024/18:00;SE1, SE2, SE3, SE4;-3938,069
26.10.2024/19:00;SE1, SE2, SE3, SE4;-3705,23
26.10.2024/20:00;SE1, SE2, SE3, SE4;-3490,496
26.10.2024/21:00;SE1, SE2, SE3, SE4;-3278,467
26.10.2024/22:00;SE1, SE2, SE3, SE4;-3059,084
26.10.2024/23:00;SE1, SE2, SE3, SE4;-2865,995
27.10.2024/00:00;SE1, SE2, SE3, SE4;-2714,71
27.10.2024/01:00;SE1, SE2, SE3, SE4;-2640,98
27.10.2024/02:00;SE1, SE2, SE3, SE4;-2565,868
27.10.2024/03:00;SE1, SE2, SE3, SE4;-2532,82
27.10.2024/04:00;SE1, SE2, SE3, SE4;-2527,725
27.10.2024/05:00;SE1, SE2, SE3, SE4;-2573,962
27.10.2024/06:00;SE1, SE2, SE3, SE4;-2674,191
27.10.2024/07:00;SE1, SE2, SE3, SE4;-2830,814
27.10.2024/08:00;SE1, SE2, SE3, SE4;-3125,733
27.10.2024/09:00;SE1, SE2, SE3, SE4;-3343,832
27.10.2024/10:00;SE1, SE2, SE3, SE4;-3472,553
27.10.2024/11:00;SE1, SE2, SE3, SE4;-3597,889
27.10.2024/12:00;SE1, SE2, SE3, SE4;-3669,208
27.10.2024/13:00;SE1, SE2, SE3, SE4;-3663,376
27.10.2024/14:00;SE1, SE2, SE3, SE4;-3642,03
27.10.2024/15:00;SE1, SE2, SE3, SE4;-3715,898
27.10.2024/16:00;SE1, SE2, SE3, SE4;-4024,5
27.10.2024/17:00;SE1, SE2, SE3, SE4;-4326,754
27.10.2024/18:00;SE1, SE2, SE3, SE4;-4282,846
27.10.2024/19:00;SE1, SE2, SE3, SE4;-4117,551
27.10.2024/20:00;SE1, SE2, SE3, SE4;-3913,535
27.10.2024/21:00;SE1, SE2, SE3, SE4;-3665,524
27.10.2024/22:00;SE1, SE2, SE3, SE4;-3395,72
27.10.2024/23:00;SE1, SE2, SE3, SE4;-3140,999
28.10.2024/00:00;SE1, SE2, SE3, SE4;-2993,235
28.10.2024/01:00;SE1, SE2, SE3, SE4;-2906,485
28.10.2024/02:00;SE1, SE2, SE3, SE4;-2880,434
28.10.2024/03:00;SE1, SE2, SE3, SE4;-2864,207
28.10.2024/04:00;SE1, SE2, SE3, SE4;-2896,211
28.10.2024/05:00;SE1, SE2, SE3, SE4;-3044,76
28.10.2024/06:00;SE1, SE2, SE3, SE4;-3318,135
28.10.2024/07:00;SE1, SE2, SE3, SE4;-3462,809
28.10.2024/08:00;SE1, SE2, SE3, SE4;-3529,4
28.10.2024/09:00;SE1, SE2, SE3, SE4;-3500,927
28.10.2024/10:00;SE1, SE2, SE3, SE4;-3461,193
28.10.2024/11:00;SE1, SE2, SE3, SE4;-3468,439
28.10.2024/12:00;SE1, SE2, SE3, SE4;-3461,471
28.10.2024/13:00;SE1, SE2, SE3, SE4;-3376,931
28.10.2024/14:00;SE1, SE2, SE3, SE4;-3372,536
28.10.2024/15:00;SE1, SE2, SE3, SE4;-3526,627
28.10.2024/16:00;SE1, SE2, SE3, SE4;-3988,405
28.10.2024/17:00;SE1, SE2, SE3, SE4;-4450,772
28.10.2024/18:00;SE1, SE2, SE3, SE4;-4440,503
28.10.2024/19:00;SE1, SE2, SE3, SE4;-4273,392
28.10.2024/20:00;SE1, SE2, SE3, SE4;-4060,576
28.10.2024/21:00;SE1, SE2, SE3, SE4;-3795,118
28.10.2024/22:00;SE1, SE2, SE3, SE4;-3509,807
28.10.2024/23:00;SE1, SE2, SE3, SE4;-3227,14
29.10.2024/00:00;SE1, SE2, SE3, SE4;-3070,158
29.10.2024/01:00;SE1, SE2, SE3, SE4;-3001,259
29.10.2024/02:00;SE1, SE2, SE3, SE4;-2996,823
29.10.2024/03:00;SE1, SE2, SE3, SE4;-2994,933
29.10.2024/04:00;SE1, SE2, SE3, SE4;-3049,544
29.10.2024/05:00;SE1, SE2, SE3, SE4;-3224,411
29.10.2024/06:00;SE1, SE2, SE3, SE4;-3508,111
29.10.2024/07:00;SE1, SE2, SE3, SE4;-3643,756
29.10.2024/08:00;SE1, SE2, SE3, SE4;-3705,007
29.10.2024/09:00;SE1, SE2, SE3, SE4;-3665,298
29.10.2024/10:00;SE1, SE2, SE3, SE4;-3604,953
29.10.2024/11:00;SE1, SE2, SE3, SE4;-3561,891
29.10.2024/12:00;SE1, SE2, SE3, SE4;-3550,537
29.10.2024/13:00;SE1, SE2, SE3, SE4;-3503,21
29.10.2024/14:00;SE1, SE2, SE3, SE4;-3511,989
29.10.2024/15:00;SE1, SE2, SE3, SE4;-3643,09
29.10.2024/16:00;SE1, SE2, SE3, SE4;-4056,714
29.10.2024/17:00;SE1, SE2, SE3, SE4;-4441,677
29.10.2024/18:00;SE1, SE2, SE3, SE4;-4417,501
29.10.2024/19:00;SE1, SE2, SE3, SE4;-4230,413
29.10.2024/20:00;SE1, SE2, SE3, SE4;-4006,126
29.10.2024/21:00;SE1, SE2, SE3, SE4;-3728,395
29.10.2024/22:00;SE1, SE2, SE3, SE4;-3426,028
29.10.2024/23:00;SE1, SE2, SE3, SE4;-3110,616
30.10.2024/00:00;SE1, SE2, SE3, SE4;-2915,05
30.10.2024/01:00;SE1, SE2, SE3, SE4;-2781,212
30.10.2024/02:00;SE1, SE2, SE3, SE4;-2727,867
30.10.2024/03:00;SE1, SE2, SE3, SE4;-2712,634
